[rospy.client][INFO] 2025-03-27 14:09:23,670: init_node, name[/sonar_processor_4746_1743059363658], pid[4746]
[xmlrpc][INFO] 2025-03-27 14:09:23,670: XML-RPC server binding to 127.0.0.1:0
[xmlrpc][INFO] 2025-03-27 14:09:23,670: Started XML-RPC server [http://localhost:45649/]
[rospy.init][INFO] 2025-03-27 14:09:23,670: ROS Slave URI: [http://localhost:45649/]
[rospy.impl.masterslave][INFO] 2025-03-27 14:09:23,670: _ready: http://localhost:45649/
[rospy.registration][INFO] 2025-03-27 14:09:23,671: Registering with master node http://localhost:11311
[xmlrpc][INFO] 2025-03-27 14:09:23,671: xml rpc node: starting XML-RPC server
[rospy.init][INFO] 2025-03-27 14:09:23,771: registered with master
[rospy.rosout][INFO] 2025-03-27 14:09:23,771: initializing /rosout core topic
[rospy.rosout][INFO] 2025-03-27 14:09:23,777: connected to core topic /rosout
[rospy.simtime][INFO] 2025-03-27 14:09:23,780: /use_sim_time is not set, will not subscribe to simulated time [/clock] topic
[rosout][INFO] 2025-03-27 14:09:23,793: Sonar processor initialized
[rospy.internal][INFO] 2025-03-27 14:09:23,838: topic[/RosAria/sonar] adding connection to [http://localhost:37299/], count 0
[rosout][INFO] 2025-03-27 14:09:23,891: Back Left Min: 1.17, Back Right Min: 1.35
[rosout][INFO] 2025-03-27 14:09:23,995: Back Left Min: 1.17, Back Right Min: 1.35
[rospy.internal][INFO] 2025-03-27 14:09:24,041: topic[/rosout] adding connection to [/rosout], count 0
[rosout][INFO] 2025-03-27 14:09:24,097: Back Left Min: 1.17, Back Right Min: 1.35
[rosout][INFO] 2025-03-27 14:09:24,195: Back Left Min: 1.17, Back Right Min: 1.35
[rosout][INFO] 2025-03-27 14:09:24,298: Back Left Min: 1.17, Back Right Min: 1.35
[rosout][INFO] 2025-03-27 14:09:24,395: Back Left Min: 1.17, Back Right Min: 1.35
[rosout][INFO] 2025-03-27 14:09:24,498: Back Left Min: 1.17, Back Right Min: 1.35
[rosout][INFO] 2025-03-27 14:09:24,595: Back Left Min: 1.17, Back Right Min: 1.35
[rosout][INFO] 2025-03-27 14:09:24,698: Back Left Min: 1.17, Back Right Min: 1.35
[rosout][INFO] 2025-03-27 14:09:24,795: Back Left Min: 1.17, Back Right Min: 1.35
[rosout][INFO] 2025-03-27 14:09:24,898: Back Left Min: 1.17, Back Right Min: 1.35
[rosout][INFO] 2025-03-27 14:09:24,995: Back Left Min: 1.17, Back Right Min: 1.35
[rosout][INFO] 2025-03-27 14:09:25,098: Back Left Min: 1.17, Back Right Min: 1.35
[rosout][INFO] 2025-03-27 14:09:25,195: Back Left Min: 1.17, Back Right Min: 1.35
[rosout][INFO] 2025-03-27 14:09:25,298: Back Left Min: 1.17, Back Right Min: 1.35
[rosout][INFO] 2025-03-27 14:09:25,395: Back Left Min: 1.17, Back Right Min: 1.35
[rosout][INFO] 2025-03-27 14:09:25,498: Back Left Min: 1.17, Back Right Min: 1.35
[rosout][INFO] 2025-03-27 14:09:25,595: Back Left Min: 1.17, Back Right Min: 1.35
[rosout][INFO] 2025-03-27 14:09:25,698: Back Left Min: 1.17, Back Right Min: 1.35
[rosout][INFO] 2025-03-27 14:09:25,795: Back Left Min: 1.17, Back Right Min: 1.35
[rosout][INFO] 2025-03-27 14:09:25,898: Back Left Min: 1.17, Back Right Min: 1.35
[rosout][INFO] 2025-03-27 14:09:25,995: Back Left Min: 1.17, Back Right Min: 1.35
[rosout][INFO] 2025-03-27 14:09:26,098: Back Left Min: 1.17, Back Right Min: 1.35
[rosout][INFO] 2025-03-27 14:09:26,195: Back Left Min: 1.17, Back Right Min: 1.35
[rosout][INFO] 2025-03-27 14:09:26,298: Back Left Min: 1.17, Back Right Min: 1.35
[rosout][INFO] 2025-03-27 14:09:26,395: Back Left Min: 1.17, Back Right Min: 1.35
[rosout][INFO] 2025-03-27 14:09:26,499: Back Left Min: 1.17, Back Right Min: 1.35
[rosout][INFO] 2025-03-27 14:09:26,595: Back Left Min: 1.17, Back Right Min: 1.35
[rosout][INFO] 2025-03-27 14:09:26,699: Back Left Min: 1.17, Back Right Min: 1.35
[rosout][INFO] 2025-03-27 14:09:26,796: Back Left Min: 1.17, Back Right Min: 1.35
[rosout][INFO] 2025-03-27 14:09:26,899: Back Left Min: 1.17, Back Right Min: 1.35
[rosout][INFO] 2025-03-27 14:09:26,996: Back Left Min: 1.17, Back Right Min: 1.35
[rosout][INFO] 2025-03-27 14:09:27,099: Back Left Min: 1.17, Back Right Min: 1.35
[rosout][INFO] 2025-03-27 14:09:27,196: Back Left Min: 1.17, Back Right Min: 1.35
[rosout][INFO] 2025-03-27 14:09:27,299: Back Left Min: 1.17, Back Right Min: 1.35
[rosout][INFO] 2025-03-27 14:09:27,396: Back Left Min: 1.17, Back Right Min: 1.35
[rosout][INFO] 2025-03-27 14:09:27,499: Back Left Min: 1.17, Back Right Min: 1.35
[rosout][INFO] 2025-03-27 14:09:27,596: Back Left Min: 1.17, Back Right Min: 1.35
[rosout][INFO] 2025-03-27 14:09:27,699: Back Left Min: 1.17, Back Right Min: 1.35
[rosout][INFO] 2025-03-27 14:09:27,796: Back Left Min: 1.17, Back Right Min: 1.35
[rosout][INFO] 2025-03-27 14:09:27,899: Back Left Min: 1.17, Back Right Min: 1.35
[rosout][INFO] 2025-03-27 14:09:27,996: Back Left Min: 1.17, Back Right Min: 1.35
[rosout][INFO] 2025-03-27 14:09:28,099: Back Left Min: 1.17, Back Right Min: 1.35
[rosout][INFO] 2025-03-27 14:09:28,196: Back Left Min: 1.17, Back Right Min: 1.35
[rosout][INFO] 2025-03-27 14:09:28,299: Back Left Min: 1.17, Back Right Min: 1.35
[rosout][INFO] 2025-03-27 14:09:28,396: Back Left Min: 1.17, Back Right Min: 1.35
[rosout][INFO] 2025-03-27 14:09:28,499: Back Left Min: 1.17, Back Right Min: 1.35
[rosout][INFO] 2025-03-27 14:09:28,596: Back Left Min: 1.17, Back Right Min: 1.35
[rosout][INFO] 2025-03-27 14:09:28,699: Back Left Min: 1.17, Back Right Min: 1.35
[rosout][INFO] 2025-03-27 14:09:28,796: Back Left Min: 1.17, Back Right Min: 1.35
[rosout][INFO] 2025-03-27 14:09:28,900: Back Left Min: 1.17, Back Right Min: 1.35
[rosout][INFO] 2025-03-27 14:09:28,996: Back Left Min: 1.17, Back Right Min: 1.35
[rosout][INFO] 2025-03-27 14:09:29,100: Back Left Min: 1.17, Back Right Min: 1.35
