[rospy.client][INFO] 2025-03-27 15:10:37,666: init_node, name[/sonar_processor_17088_1743063037654], pid[17088]
[xmlrpc][INFO] 2025-03-27 15:10:37,666: XML-RPC server binding to 127.0.0.1:0
[xmlrpc][INFO] 2025-03-27 15:10:37,666: Started XML-RPC server [http://localhost:44973/]
[rospy.init][INFO] 2025-03-27 15:10:37,666: ROS Slave URI: [http://localhost:44973/]
[rospy.impl.masterslave][INFO] 2025-03-27 15:10:37,667: _ready: http://localhost:44973/
[rospy.registration][INFO] 2025-03-27 15:10:37,667: Registering with master node http://localhost:11311
[xmlrpc][INFO] 2025-03-27 15:10:37,667: xml rpc node: starting XML-RPC server
[rospy.init][INFO] 2025-03-27 15:10:37,767: registered with master
[rospy.rosout][INFO] 2025-03-27 15:10:37,767: initializing /rosout core topic
[rospy.rosout][INFO] 2025-03-27 15:10:37,772: connected to core topic /rosout
[rospy.simtime][INFO] 2025-03-27 15:10:37,774: /use_sim_time is not set, will not subscribe to simulated time [/clock] topic
[rosout][INFO] 2025-03-27 15:10:37,788: Sonar processor initialized
[rospy.internal][INFO] 2025-03-27 15:10:37,832: topic[/RosAria/sonar] adding connection to [http://localhost:40669/], count 0
[rosout][INFO] 2025-03-27 15:10:37,870: Back Left Min: 0.86, Back Right Min: 1.35
[rospy.internal][INFO] 2025-03-27 15:10:37,942: topic[/sonar_min] adding connection to [/rostopic_14070_1743062901856], count 0
[rosout][INFO] 2025-03-27 15:10:37,974: Back Left Min: 0.86, Back Right Min: 1.35
[rospy.internal][INFO] 2025-03-27 15:10:37,999: topic[/rosout] adding connection to [/rosout], count 0
[rosout][INFO] 2025-03-27 15:10:38,077: Back Left Min: 0.86, Back Right Min: 1.35
[rosout][INFO] 2025-03-27 15:10:38,174: Back Left Min: 0.72, Back Right Min: 0.89
[rosout][INFO] 2025-03-27 15:10:38,277: Back Left Min: 0.72, Back Right Min: 0.89
[rosout][INFO] 2025-03-27 15:10:38,374: Back Left Min: 0.72, Back Right Min: 0.89
[rosout][INFO] 2025-03-27 15:10:38,477: Back Left Min: 0.85, Back Right Min: 0.89
[rosout][INFO] 2025-03-27 15:10:38,573: Back Left Min: 0.85, Back Right Min: 0.89
[rosout][INFO] 2025-03-27 15:10:38,676: Back Left Min: 0.85, Back Right Min: 0.89
