[rospy.client][INFO] 2025-03-27 14:37:18,702: init_node, name[/sonar_processor_5586_1743061038690], pid[5586]
[xmlrpc][INFO] 2025-03-27 14:37:18,702: XML-RPC server binding to 127.0.0.1:0
[xmlrpc][INFO] 2025-03-27 14:37:18,702: Started XML-RPC server [http://localhost:46433/]
[rospy.init][INFO] 2025-03-27 14:37:18,703: ROS Slave URI: [http://localhost:46433/]
[rospy.impl.masterslave][INFO] 2025-03-27 14:37:18,703: _ready: http://localhost:46433/
[rospy.registration][INFO] 2025-03-27 14:37:18,703: Registering with master node http://localhost:11311
[xmlrpc][INFO] 2025-03-27 14:37:18,703: xml rpc node: starting XML-RPC server
[rospy.init][INFO] 2025-03-27 14:37:18,803: registered with master
[rospy.rosout][INFO] 2025-03-27 14:37:18,803: initializing /rosout core topic
[rospy.rosout][INFO] 2025-03-27 14:37:18,809: connected to core topic /rosout
[rospy.simtime][INFO] 2025-03-27 14:37:18,812: /use_sim_time is not set, will not subscribe to simulated time [/clock] topic
[rosout][INFO] 2025-03-27 14:37:18,825: Sonar processor initialized
[rospy.internal][INFO] 2025-03-27 14:37:18,870: topic[/RosAria/sonar] adding connection to [http://localhost:37299/], count 0
[rosout][INFO] 2025-03-27 14:37:18,971: Back Left Min: 1.17, Back Right Min: 1.02
[rospy.internal][INFO] 2025-03-27 14:37:19,047: topic[/rosout] adding connection to [/rosout], count 0
[rosout][INFO] 2025-03-27 14:37:19,068: Back Left Min: 1.17, Back Right Min: 0.95
[rosout][INFO] 2025-03-27 14:37:19,171: Back Left Min: 1.17, Back Right Min: 0.95
[rosout][INFO] 2025-03-27 14:37:19,268: Back Left Min: 1.17, Back Right Min: 0.95
[rosout][INFO] 2025-03-27 14:37:19,371: Back Left Min: 1.17, Back Right Min: 1.00
[rosout][INFO] 2025-03-27 14:37:19,468: Back Left Min: 1.17, Back Right Min: 1.00
[rosout][INFO] 2025-03-27 14:37:19,571: Back Left Min: 1.17, Back Right Min: 0.98
[rosout][INFO] 2025-03-27 14:37:19,668: Back Left Min: 1.17, Back Right Min: 0.98
[rosout][INFO] 2025-03-27 14:37:19,771: Back Left Min: 1.17, Back Right Min: 0.98
[rosout][INFO] 2025-03-27 14:37:19,868: Back Left Min: 1.17, Back Right Min: 1.35
[rosout][INFO] 2025-03-27 14:37:19,971: Back Left Min: 1.17, Back Right Min: 1.08
[rosout][INFO] 2025-03-27 14:37:20,069: Back Left Min: 1.17, Back Right Min: 1.08
[rosout][INFO] 2025-03-27 14:37:20,172: Back Left Min: 1.17, Back Right Min: 0.98
[rosout][INFO] 2025-03-27 14:37:20,268: Back Left Min: 1.17, Back Right Min: 0.98
[rosout][INFO] 2025-03-27 14:37:20,372: Back Left Min: 1.17, Back Right Min: 0.98
[rosout][INFO] 2025-03-27 14:37:20,469: Back Left Min: 1.17, Back Right Min: 1.14
[rosout][INFO] 2025-03-27 14:37:20,572: Back Left Min: 1.17, Back Right Min: 1.14
[rosout][INFO] 2025-03-27 14:37:20,669: Back Left Min: 1.17, Back Right Min: 1.15
[rosout][INFO] 2025-03-27 14:37:20,772: Back Left Min: 1.17, Back Right Min: 1.15
[rosout][INFO] 2025-03-27 14:37:20,869: Back Left Min: 1.17, Back Right Min: 1.15
[rosout][INFO] 2025-03-27 14:37:20,972: Back Left Min: 1.17, Back Right Min: 1.18
[rosout][INFO] 2025-03-27 14:37:21,069: Back Left Min: 1.17, Back Right Min: 1.18
[rosout][INFO] 2025-03-27 14:37:21,172: Back Left Min: 1.17, Back Right Min: 1.18
[rosout][INFO] 2025-03-27 14:37:21,269: Back Left Min: 1.17, Back Right Min: 1.14
