[rospy.client][INFO] 2025-04-03 14:36:14,861: init_node, name[/sonar_processor_25681_1743665774842], pid[25681]
[xmlrpc][INFO] 2025-04-03 14:36:14,861: XML-RPC server binding to 127.0.0.1:0
[xmlrpc][INFO] 2025-04-03 14:36:14,861: Started XML-RPC server [http://localhost:41139/]
[rospy.init][INFO] 2025-04-03 14:36:14,862: ROS Slave URI: [http://localhost:41139/]
[rospy.impl.masterslave][INFO] 2025-04-03 14:36:14,862: _ready: http://localhost:41139/
[rospy.registration][INFO] 2025-04-03 14:36:14,862: Registering with master node http://localhost:11311
[xmlrpc][INFO] 2025-04-03 14:36:14,862: xml rpc node: starting XML-RPC server
[rospy.init][INFO] 2025-04-03 14:36:14,962: registered with master
[rospy.rosout][INFO] 2025-04-03 14:36:14,962: initializing /rosout core topic
[rospy.rosout][INFO] 2025-04-03 14:36:14,964: connected to core topic /rosout
[rospy.simtime][INFO] 2025-04-03 14:36:14,965: /use_sim_time is not set, will not subscribe to simulated time [/clock] topic
[rosout][INFO] 2025-04-03 14:36:14,968: Sonar processor initialized
[rospy.internal][INFO] 2025-04-03 14:36:14,977: topic[/RosAria/sonar] adding connection to [http://localhost:42431/], count 0
[rosout][INFO] 2025-04-03 14:36:15,049: Back Left Min: 1.13, Back Right Min: 0.77
[rospy.internal][INFO] 2025-04-03 14:36:15,117: topic[/sonar_min] adding connection to [/controller_joystick], count 0
[rosout][INFO] 2025-04-03 14:36:15,154: Back Left Min: 0.87, Back Right Min: 0.77
[rospy.internal][INFO] 2025-04-03 14:36:15,171: topic[/rosout] adding connection to [/rosout], count 0
[rosout][INFO] 2025-04-03 14:36:15,251: Back Left Min: 0.87, Back Right Min: 0.77
[rosout][INFO] 2025-04-03 14:36:15,354: Back Left Min: 0.87, Back Right Min: 0.66
[rosout][INFO] 2025-04-03 14:36:15,451: Back Left Min: 0.87, Back Right Min: 0.66
[rosout][INFO] 2025-04-03 14:36:15,554: Back Left Min: 0.87, Back Right Min: 0.66
[rosout][INFO] 2025-04-03 14:36:15,651: Back Left Min: 0.87, Back Right Min: 0.66
[rosout][INFO] 2025-04-03 14:36:15,754: Back Left Min: 0.87, Back Right Min: 0.66
[rosout][INFO] 2025-04-03 14:36:15,851: Back Left Min: 0.87, Back Right Min: 0.66
[rosout][INFO] 2025-04-03 14:36:15,954: Back Left Min: 0.87, Back Right Min: 0.66
