[rospy.client][INFO] 2025-04-11 14:29:24,658: init_node, name[/sonar_processor_26229_1744356564644], pid[26229]
[xmlrpc][INFO] 2025-04-11 14:29:24,658: XML-RPC server binding to 127.0.0.1:0
[xmlrpc][INFO] 2025-04-11 14:29:24,658: Started XML-RPC server [http://localhost:35107/]
[rospy.init][INFO] 2025-04-11 14:29:24,658: ROS Slave URI: [http://localhost:35107/]
[rospy.impl.masterslave][INFO] 2025-04-11 14:29:24,658: _ready: http://localhost:35107/
[rospy.registration][INFO] 2025-04-11 14:29:24,659: Registering with master node http://localhost:11311
[xmlrpc][INFO] 2025-04-11 14:29:24,659: xml rpc node: starting XML-RPC server
[rospy.init][INFO] 2025-04-11 14:29:24,759: registered with master
[rospy.rosout][INFO] 2025-04-11 14:29:24,759: initializing /rosout core topic
[rospy.rosout][INFO] 2025-04-11 14:29:24,760: connected to core topic /rosout
[rosout][INFO] 2025-04-11 14:29:25,938: Back Left Min: 0.83, Back Right Min: 0.74
[rosout][INFO] 2025-04-11 14:29:26,035: Back Left Min: 0.82, Back Right Min: 0.74
[rosout][INFO] 2025-04-11 14:29:26,138: Back Left Min: 0.82, Back Right Min: 0.74
[rosout][INFO] 2025-04-11 14:29:26,235: Back Left Min: 0.82, Back Right Min: 0.74
[rosout][INFO] 2025-04-11 14:29:26,338: Back Left Min: 0.82, Back Right Min: 0.74
[rosout][INFO] 2025-04-11 14:29:26,435: Back Left Min: 0.82, Back Right Min: 0.74
[rosout][INFO] 2025-04-11 14:29:26,539: Back Left Min: 0.82, Back Right Min: 0.74
[rosout][INFO] 2025-04-11 14:29:26,635: Back Left Min: 0.82, Back Right Min: 0.74
[rosout][INFO] 2025-04-11 14:29:26,739: Back Left Min: 0.82, Back Right Min: 0.74
[rosout][INFO] 2025-04-11 14:29:26,836: Back Left Min: 0.82, Back Right Min: 0.74
[rosout][INFO] 2025-04-11 14:29:26,939: Back Left Min: 0.82, Back Right Min: 0.74
[rosout][INFO] 2025-04-11 14:29:27,036: Back Left Min: 0.82, Back Right Min: 0.74
[rosout][INFO] 2025-04-11 14:29:27,139: Back Left Min: 0.83, Back Right Min: 0.74
[rosout][INFO] 2025-04-11 14:29:27,236: Back Left Min: 0.83, Back Right Min: 0.74
[rosout][INFO] 2025-04-11 14:29:27,339: Back Left Min: 0.83, Back Right Min: 0.74
[rosout][INFO] 2025-04-11 14:29:27,436: Back Left Min: 0.83, Back Right Min: 0.74
[rosout][INFO] 2025-04-11 14:29:27,539: Back Left Min: 0.83, Back Right Min: 0.74
[rosout][INFO] 2025-04-11 14:29:27,636: Back Left Min: 0.83, Back Right Min: 0.74
[rosout][INFO] 2025-04-11 14:29:27,739: Back Left Min: 0.83, Back Right Min: 0.74
[rosout][INFO] 2025-04-11 14:29:27,836: Back Left Min: 0.83, Back Right Min: 0.74
[rosout][INFO] 2025-04-11 14:29:27,939: Back Left Min: 0.82, Back Right Min: 0.74
[rosout][INFO] 2025-04-11 14:29:28,036: Back Left Min: 0.82, Back Right Min: 0.74
[rosout][INFO] 2025-04-11 14:29:28,139: Back Left Min: 0.82, Back Right Min: 0.74
[rosout][INFO] 2025-04-11 14:29:28,236: Back Left Min: 0.82, Back Right Min: 0.74
[rosout][INFO] 2025-04-11 14:29:28,340: Back Left Min: 0.82, Back Right Min: 0.74
[rosout][INFO] 2025-04-11 14:29:28,436: Back Left Min: 0.82, Back Right Min: 0.74
[rosout][INFO] 2025-04-11 14:29:28,540: Back Left Min: 0.81, Back Right Min: 0.74
[rosout][INFO] 2025-04-11 14:29:28,636: Back Left Min: 0.81, Back Right Min: 0.74
[rosout][INFO] 2025-04-11 14:29:28,740: Back Left Min: 0.81, Back Right Min: 0.74
[rosout][INFO] 2025-04-11 14:29:28,837: Back Left Min: 0.81, Back Right Min: 0.74
[rosout][INFO] 2025-04-11 14:29:28,940: Back Left Min: 0.81, Back Right Min: 0.74
[rosout][INFO] 2025-04-11 14:29:29,037: Back Left Min: 0.81, Back Right Min: 0.74
[rosout][INFO] 2025-04-11 14:29:29,140: Back Left Min: 0.82, Back Right Min: 0.74
[rosout][INFO] 2025-04-11 14:29:29,237: Back Left Min: 0.82, Back Right Min: 0.75
[rosout][INFO] 2025-04-11 14:29:29,340: Back Left Min: 0.81, Back Right Min: 0.75
[rosout][INFO] 2025-04-11 14:29:29,437: Back Left Min: 0.81, Back Right Min: 0.75
[rosout][INFO] 2025-04-11 14:29:29,540: Back Left Min: 0.81, Back Right Min: 0.74
[rosout][INFO] 2025-04-11 14:29:29,637: Back Left Min: 0.82, Back Right Min: 0.74
[rosout][INFO] 2025-04-11 14:29:29,740: Back Left Min: 0.82, Back Right Min: 0.74
[rosout][INFO] 2025-04-11 14:29:29,837: Back Left Min: 0.82, Back Right Min: 0.74
[rosout][INFO] 2025-04-11 14:29:29,940: Back Left Min: 0.82, Back Right Min: 0.74
[rosout][INFO] 2025-04-11 14:29:30,037: Back Left Min: 0.82, Back Right Min: 0.74
[rosout][INFO] 2025-04-11 14:29:30,140: Back Left Min: 0.82, Back Right Min: 0.74
[rosout][INFO] 2025-04-11 14:29:30,237: Back Left Min: 0.82, Back Right Min: 0.74
[rosout][INFO] 2025-04-11 14:29:30,340: Back Left Min: 0.82, Back Right Min: 0.74
[rosout][INFO] 2025-04-11 14:29:30,437: Back Left Min: 0.82, Back Right Min: 0.74
[rosout][INFO] 2025-04-11 14:29:30,540: Back Left Min: 0.82, Back Right Min: 0.74
[rosout][INFO] 2025-04-11 14:29:30,637: Back Left Min: 0.82, Back Right Min: 0.74
[rosout][INFO] 2025-04-11 14:29:30,740: Back Left Min: 0.82, Back Right Min: 0.74
[rosout][INFO] 2025-04-11 14:29:30,837: Back Left Min: 0.82, Back Right Min: 0.74
[rosout][INFO] 2025-04-11 14:29:30,941: Back Left Min: 0.82, Back Right Min: 0.75
[rosout][INFO] 2025-04-11 14:29:31,037: Back Left Min: 0.82, Back Right Min: 0.75
[rosout][INFO] 2025-04-11 14:29:31,141: Back Left Min: 0.82, Back Right Min: 0.75
[rosout][INFO] 2025-04-11 14:29:31,238: Back Left Min: 0.82, Back Right Min: 0.74
[rosout][INFO] 2025-04-11 14:29:31,341: Back Left Min: 0.82, Back Right Min: 0.74
[rosout][INFO] 2025-04-11 14:29:31,438: Back Left Min: 0.82, Back Right Min: 0.74
[rosout][INFO] 2025-04-11 14:29:31,541: Back Left Min: 0.82, Back Right Min: 0.74
[rosout][INFO] 2025-04-11 14:29:31,638: Back Left Min: 0.83, Back Right Min: 0.74
[rosout][INFO] 2025-04-11 14:29:31,741: Back Left Min: 0.83, Back Right Min: 0.74
[rosout][INFO] 2025-04-11 14:29:31,838: Back Left Min: 0.83, Back Right Min: 0.74
[rosout][INFO] 2025-04-11 14:29:31,941: Back Left Min: 0.82, Back Right Min: 0.74
[rosout][INFO] 2025-04-11 14:29:32,038: Back Left Min: 0.82, Back Right Min: 0.74
[rosout][INFO] 2025-04-11 14:29:32,141: Back Left Min: 0.82, Back Right Min: 0.74
[rosout][INFO] 2025-04-11 14:29:32,238: Back Left Min: 0.82, Back Right Min: 0.74
[rosout][INFO] 2025-04-11 14:29:32,341: Back Left Min: 0.82, Back Right Min: 0.74
[rosout][INFO] 2025-04-11 14:29:32,438: Back Left Min: 0.82, Back Right Min: 0.74
[rosout][INFO] 2025-04-11 14:29:32,541: Back Left Min: 0.82, Back Right Min: 0.74
[rosout][INFO] 2025-04-11 14:29:32,638: Back Left Min: 0.82, Back Right Min: 0.74
[rosout][INFO] 2025-04-11 14:29:32,741: Back Left Min: 0.82, Back Right Min: 0.74
[rosout][INFO] 2025-04-11 14:29:32,838: Back Left Min: 0.82, Back Right Min: 0.74
[rosout][INFO] 2025-04-11 14:29:32,941: Back Left Min: 0.82, Back Right Min: 0.74
[rosout][INFO] 2025-04-11 14:29:33,038: Back Left Min: 0.82, Back Right Min: 0.74
[rosout][INFO] 2025-04-11 14:29:33,141: Back Left Min: 0.82, Back Right Min: 0.74
[rosout][INFO] 2025-04-11 14:29:33,238: Back Left Min: 0.82, Back Right Min: 0.74
[rosout][INFO] 2025-04-11 14:29:33,342: Back Left Min: 0.82, Back Right Min: 0.74
[rosout][INFO] 2025-04-11 14:29:33,438: Back Left Min: 0.82, Back Right Min: 0.74
[rosout][INFO] 2025-04-11 14:29:33,542: Back Left Min: 0.82, Back Right Min: 0.74
[rosout][INFO] 2025-04-11 14:29:33,639: Back Left Min: 0.82, Back Right Min: 0.74
[rosout][INFO] 2025-04-11 14:29:33,742: Back Left Min: 0.82, Back Right Min: 0.75
[rosout][INFO] 2025-04-11 14:29:33,839: Back Left Min: 0.82, Back Right Min: 0.75
[rosout][INFO] 2025-04-11 14:29:33,942: Back Left Min: 0.82, Back Right Min: 0.75
[rosout][INFO] 2025-04-11 14:29:34,039: Back Left Min: 0.82, Back Right Min: 0.74
[rosout][INFO] 2025-04-11 14:29:34,142: Back Left Min: 0.82, Back Right Min: 0.74
[rosout][INFO] 2025-04-11 14:29:34,239: Back Left Min: 0.82, Back Right Min: 0.74
[rosout][INFO] 2025-04-11 14:29:34,342: Back Left Min: 0.82, Back Right Min: 0.74
[rosout][INFO] 2025-04-11 14:29:34,439: Back Left Min: 0.83, Back Right Min: 0.74
[rosout][INFO] 2025-04-11 14:29:34,542: Back Left Min: 0.83, Back Right Min: 0.75
[rosout][INFO] 2025-04-11 14:29:34,639: Back Left Min: 0.83, Back Right Min: 0.75
[rosout][INFO] 2025-04-11 14:29:34,742: Back Left Min: 0.83, Back Right Min: 0.75
[rosout][INFO] 2025-04-11 14:29:34,839: Back Left Min: 0.83, Back Right Min: 0.75
[rosout][INFO] 2025-04-11 14:29:34,942: Back Left Min: 0.84, Back Right Min: 0.75
[rosout][INFO] 2025-04-11 14:29:35,039: Back Left Min: 0.84, Back Right Min: 0.75
[rosout][INFO] 2025-04-11 14:29:35,142: Back Left Min: 0.84, Back Right Min: 0.75
[rosout][INFO] 2025-04-11 14:29:35,239: Back Left Min: 0.84, Back Right Min: 0.75
[rosout][INFO] 2025-04-11 14:29:35,342: Back Left Min: 0.84, Back Right Min: 0.75
[rosout][INFO] 2025-04-11 14:29:35,439: Back Left Min: 0.84, Back Right Min: 0.74
[rosout][INFO] 2025-04-11 14:29:35,543: Back Left Min: 0.84, Back Right Min: 0.74
[rosout][INFO] 2025-04-11 14:29:35,639: Back Left Min: 0.84, Back Right Min: 0.74
[rosout][INFO] 2025-04-11 14:29:35,743: Back Left Min: 0.84, Back Right Min: 0.75
[rosout][INFO] 2025-04-11 14:29:35,840: Back Left Min: 0.86, Back Right Min: 0.75
[rosout][INFO] 2025-04-11 14:29:35,943: Back Left Min: 0.86, Back Right Min: 0.74
[rosout][INFO] 2025-04-11 14:29:36,040: Back Left Min: 0.86, Back Right Min: 0.74
[rosout][INFO] 2025-04-11 14:29:36,143: Back Left Min: 0.85, Back Right Min: 0.74
[rosout][INFO] 2025-04-11 14:29:36,240: Back Left Min: 0.85, Back Right Min: 0.74
[rosout][INFO] 2025-04-11 14:29:36,343: Back Left Min: 0.85, Back Right Min: 0.74
[rosout][INFO] 2025-04-11 14:29:36,440: Back Left Min: 0.85, Back Right Min: 0.74
[rosout][INFO] 2025-04-11 14:29:36,543: Back Left Min: 0.85, Back Right Min: 0.74
[rosout][INFO] 2025-04-11 14:29:36,640: Back Left Min: 0.85, Back Right Min: 0.74
[rosout][INFO] 2025-04-11 14:29:36,743: Back Left Min: 0.85, Back Right Min: 0.74
[rosout][INFO] 2025-04-11 14:29:36,840: Back Left Min: 0.85, Back Right Min: 0.75
[rosout][INFO] 2025-04-11 14:29:36,943: Back Left Min: 0.85, Back Right Min: 0.75
[rosout][INFO] 2025-04-11 14:29:37,040: Back Left Min: 0.85, Back Right Min: 0.75
[rosout][INFO] 2025-04-11 14:29:37,143: Back Left Min: 0.85, Back Right Min: 0.74
[rosout][INFO] 2025-04-11 14:29:37,240: Back Left Min: 0.85, Back Right Min: 0.74
[rosout][INFO] 2025-04-11 14:29:37,343: Back Left Min: 0.85, Back Right Min: 0.74
[rosout][INFO] 2025-04-11 14:29:37,440: Back Left Min: 0.85, Back Right Min: 0.74
[rosout][INFO] 2025-04-11 14:29:37,543: Back Left Min: 0.85, Back Right Min: 0.74
[rosout][INFO] 2025-04-11 14:29:37,640: Back Left Min: 0.85, Back Right Min: 0.75
[rosout][INFO] 2025-04-11 14:29:37,743: Back Left Min: 0.85, Back Right Min: 0.75
[rosout][INFO] 2025-04-11 14:29:37,840: Back Left Min: 0.85, Back Right Min: 0.75
[rosout][INFO] 2025-04-11 14:29:37,943: Back Left Min: 0.85, Back Right Min: 0.75
[rosout][INFO] 2025-04-11 14:29:38,040: Back Left Min: 0.85, Back Right Min: 0.75
[rosout][INFO] 2025-04-11 14:29:38,144: Back Left Min: 0.85, Back Right Min: 0.75
[rosout][INFO] 2025-04-11 14:29:38,240: Back Left Min: 0.85, Back Right Min: 0.74
[rosout][INFO] 2025-04-11 14:29:38,344: Back Left Min: 0.85, Back Right Min: 0.74
[rosout][INFO] 2025-04-11 14:29:38,440: Back Left Min: 0.85, Back Right Min: 0.74
[rosout][INFO] 2025-04-11 14:29:38,544: Back Left Min: 0.85, Back Right Min: 0.75
[rosout][INFO] 2025-04-11 14:29:38,641: Back Left Min: 0.84, Back Right Min: 0.75
[rosout][INFO] 2025-04-11 14:29:38,744: Back Left Min: 0.84, Back Right Min: 0.75
[rosout][INFO] 2025-04-11 14:29:38,841: Back Left Min: 0.84, Back Right Min: 0.75
[rosout][INFO] 2025-04-11 14:29:38,944: Back Left Min: 0.84, Back Right Min: 0.75
[rosout][INFO] 2025-04-11 14:29:39,041: Back Left Min: 0.84, Back Right Min: 0.75
[rosout][INFO] 2025-04-11 14:29:39,144: Back Left Min: 0.84, Back Right Min: 0.75
[rosout][INFO] 2025-04-11 14:29:39,241: Back Left Min: 0.84, Back Right Min: 0.75
[rosout][INFO] 2025-04-11 14:29:39,344: Back Left Min: 0.84, Back Right Min: 0.73
[rosout][INFO] 2025-04-11 14:29:39,441: Back Left Min: 0.83, Back Right Min: 0.73
[rosout][INFO] 2025-04-11 14:29:39,544: Back Left Min: 0.83, Back Right Min: 0.73
[rosout][INFO] 2025-04-11 14:29:39,641: Back Left Min: 0.83, Back Right Min: 0.74
[rosout][INFO] 2025-04-11 14:29:39,744: Back Left Min: 0.82, Back Right Min: 0.74
[rosout][INFO] 2025-04-11 14:29:39,841: Back Left Min: 0.82, Back Right Min: 0.74
[rosout][INFO] 2025-04-11 14:29:39,944: Back Left Min: 0.82, Back Right Min: 0.75
[rosout][INFO] 2025-04-11 14:29:40,041: Back Left Min: 0.83, Back Right Min: 0.75
[rosout][INFO] 2025-04-11 14:29:40,145: Back Left Min: 0.83, Back Right Min: 0.74
[rosout][INFO] 2025-04-11 14:29:40,241: Back Left Min: 0.83, Back Right Min: 0.74
[rosout][INFO] 2025-04-11 14:29:40,345: Back Left Min: 0.84, Back Right Min: 0.74
[rosout][INFO] 2025-04-11 14:29:40,441: Back Left Min: 0.84, Back Right Min: 0.74
[rosout][INFO] 2025-04-11 14:29:40,545: Back Left Min: 0.84, Back Right Min: 0.74
[rosout][INFO] 2025-04-11 14:29:40,641: Back Left Min: 0.84, Back Right Min: 0.74
[rosout][INFO] 2025-04-11 14:29:40,745: Back Left Min: 0.84, Back Right Min: 0.74
[rosout][INFO] 2025-04-11 14:29:40,841: Back Left Min: 0.84, Back Right Min: 0.74
[rosout][INFO] 2025-04-11 14:29:40,945: Back Left Min: 0.84, Back Right Min: 0.74
[rosout][INFO] 2025-04-11 14:29:41,042: Back Left Min: 0.84, Back Right Min: 0.75
[rosout][INFO] 2025-04-11 14:29:41,145: Back Left Min: 0.85, Back Right Min: 0.75
[rosout][INFO] 2025-04-11 14:29:41,242: Back Left Min: 0.85, Back Right Min: 0.75
[rosout][INFO] 2025-04-11 14:29:41,345: Back Left Min: 0.85, Back Right Min: 0.74
[rosout][INFO] 2025-04-11 14:29:41,442: Back Left Min: 0.84, Back Right Min: 0.74
[rosout][INFO] 2025-04-11 14:29:41,545: Back Left Min: 0.84, Back Right Min: 0.74
[rosout][INFO] 2025-04-11 14:29:41,642: Back Left Min: 0.84, Back Right Min: 0.74
[rosout][INFO] 2025-04-11 14:29:41,745: Back Left Min: 0.84, Back Right Min: 0.74
[rosout][INFO] 2025-04-11 14:29:41,842: Back Left Min: 0.84, Back Right Min: 0.75
[rosout][INFO] 2025-04-11 14:29:41,945: Back Left Min: 0.85, Back Right Min: 0.75
[rosout][INFO] 2025-04-11 14:29:42,042: Back Left Min: 0.85, Back Right Min: 0.75
[rosout][INFO] 2025-04-11 14:29:42,145: Back Left Min: 0.85, Back Right Min: 0.75
[rosout][INFO] 2025-04-11 14:29:42,242: Back Left Min: 0.84, Back Right Min: 0.75
[rosout][INFO] 2025-04-11 14:29:42,345: Back Left Min: 0.84, Back Right Min: 0.75
[rosout][INFO] 2025-04-11 14:29:42,442: Back Left Min: 0.84, Back Right Min: 0.74
[rosout][INFO] 2025-04-11 14:29:42,545: Back Left Min: 0.87, Back Right Min: 0.74
[rosout][INFO] 2025-04-11 14:29:42,642: Back Left Min: 0.87, Back Right Min: 0.74
[rosout][INFO] 2025-04-11 14:29:42,745: Back Left Min: 0.87, Back Right Min: 0.74
[rosout][INFO] 2025-04-11 14:29:42,842: Back Left Min: 0.90, Back Right Min: 0.74
[rosout][INFO] 2025-04-11 14:29:42,945: Back Left Min: 0.90, Back Right Min: 0.74
[rosout][INFO] 2025-04-11 14:29:43,042: Back Left Min: 0.98, Back Right Min: 0.74
[rosout][INFO] 2025-04-11 14:29:43,146: Back Left Min: 0.98, Back Right Min: 0.74
[rosout][INFO] 2025-04-11 14:29:43,243: Back Left Min: 0.98, Back Right Min: 0.74
[rosout][INFO] 2025-04-11 14:29:43,346: Back Left Min: 1.04, Back Right Min: 0.74
[rosout][INFO] 2025-04-11 14:29:43,443: Back Left Min: 1.04, Back Right Min: 0.74
[rosout][INFO] 2025-04-11 14:29:43,546: Back Left Min: 1.03, Back Right Min: 0.74
[rosout][INFO] 2025-04-11 14:29:43,643: Back Left Min: 1.03, Back Right Min: 0.74
[rosout][INFO] 2025-04-11 14:29:43,746: Back Left Min: 1.03, Back Right Min: 0.74
[rosout][INFO] 2025-04-11 14:29:43,843: Back Left Min: 1.04, Back Right Min: 0.74
[rosout][INFO] 2025-04-11 14:29:43,946: Back Left Min: 1.04, Back Right Min: 0.74
[rosout][INFO] 2025-04-11 14:29:44,043: Back Left Min: 1.04, Back Right Min: 0.74
[rosout][INFO] 2025-04-11 14:29:44,146: Back Left Min: 1.04, Back Right Min: 0.74
[rosout][INFO] 2025-04-11 14:29:44,243: Back Left Min: 1.04, Back Right Min: 0.74
[rosout][INFO] 2025-04-11 14:29:44,346: Back Left Min: 1.04, Back Right Min: 0.74
[rosout][INFO] 2025-04-11 14:29:44,443: Back Left Min: 1.04, Back Right Min: 0.74
[rosout][INFO] 2025-04-11 14:29:44,546: Back Left Min: 1.04, Back Right Min: 0.74
[rosout][INFO] 2025-04-11 14:29:44,643: Back Left Min: 1.04, Back Right Min: 0.74
[rosout][INFO] 2025-04-11 14:29:44,746: Back Left Min: 1.43, Back Right Min: 0.74
[rosout][INFO] 2025-04-11 14:29:44,843: Back Left Min: 1.43, Back Right Min: 0.74
[rosout][INFO] 2025-04-11 14:29:44,946: Back Left Min: 1.04, Back Right Min: 0.74
[rosout][INFO] 2025-04-11 14:29:45,043: Back Left Min: 1.04, Back Right Min: 0.74
[rosout][INFO] 2025-04-11 14:29:45,146: Back Left Min: 1.04, Back Right Min: 0.74
[rosout][INFO] 2025-04-11 14:29:45,243: Back Left Min: 1.04, Back Right Min: 0.74
[rosout][INFO] 2025-04-11 14:29:45,346: Back Left Min: 1.04, Back Right Min: 0.74
[rosout][INFO] 2025-04-11 14:29:45,443: Back Left Min: 1.04, Back Right Min: 0.74
[rosout][INFO] 2025-04-11 14:29:45,547: Back Left Min: 1.04, Back Right Min: 0.74
[rosout][INFO] 2025-04-11 14:29:45,643: Back Left Min: 0.92, Back Right Min: 0.74
[rosout][INFO] 2025-04-11 14:29:45,747: Back Left Min: 0.92, Back Right Min: 0.74
[rosout][INFO] 2025-04-11 14:29:45,843: Back Left Min: 0.92, Back Right Min: 0.74
[rosout][INFO] 2025-04-11 14:29:45,947: Back Left Min: 0.89, Back Right Min: 0.74
[rosout][INFO] 2025-04-11 14:29:46,044: Back Left Min: 0.89, Back Right Min: 0.74
[rosout][INFO] 2025-04-11 14:29:46,147: Back Left Min: 0.89, Back Right Min: 0.74
[rosout][INFO] 2025-04-11 14:29:46,244: Back Left Min: 0.75, Back Right Min: 0.74
[rosout][INFO] 2025-04-11 14:29:46,347: Back Left Min: 0.69, Back Right Min: 0.74
[rosout][INFO] 2025-04-11 14:29:46,444: Back Left Min: 0.69, Back Right Min: 0.74
[rosout][INFO] 2025-04-11 14:29:46,547: Back Left Min: 0.66, Back Right Min: 0.74
[rosout][INFO] 2025-04-11 14:29:46,645: Back Left Min: 0.66, Back Right Min: 0.74
[rosout][INFO] 2025-04-11 14:29:46,747: Back Left Min: 0.66, Back Right Min: 0.74
[rosout][INFO] 2025-04-11 14:29:46,844: Back Left Min: 0.65, Back Right Min: 0.74
[rosout][INFO] 2025-04-11 14:29:46,947: Back Left Min: 0.65, Back Right Min: 0.74
[rosout][INFO] 2025-04-11 14:29:47,044: Back Left Min: 0.65, Back Right Min: 0.74
[rosout][INFO] 2025-04-11 14:29:47,147: Back Left Min: 0.63, Back Right Min: 0.74
[rosout][INFO] 2025-04-11 14:29:47,244: Back Left Min: 0.63, Back Right Min: 0.74
[rosout][INFO] 2025-04-11 14:29:47,347: Back Left Min: 0.63, Back Right Min: 0.74
[rosout][INFO] 2025-04-11 14:29:47,444: Back Left Min: 0.66, Back Right Min: 0.74
[rosout][INFO] 2025-04-11 14:29:47,547: Back Left Min: 0.66, Back Right Min: 0.74
[rosout][INFO] 2025-04-11 14:29:47,644: Back Left Min: 0.66, Back Right Min: 0.74
[rosout][INFO] 2025-04-11 14:29:47,747: Back Left Min: 0.67, Back Right Min: 0.74
[rosout][INFO] 2025-04-11 14:29:47,844: Back Left Min: 0.67, Back Right Min: 0.74
[rosout][INFO] 2025-04-11 14:29:47,947: Back Left Min: 0.64, Back Right Min: 0.74
[rosout][INFO] 2025-04-11 14:29:48,044: Back Left Min: 0.64, Back Right Min: 0.74
[rosout][INFO] 2025-04-11 14:29:48,148: Back Left Min: 0.64, Back Right Min: 0.74
[rosout][INFO] 2025-04-11 14:29:48,245: Back Left Min: 0.64, Back Right Min: 0.74
[rosout][INFO] 2025-04-11 14:29:48,348: Back Left Min: 0.64, Back Right Min: 0.74
[rosout][INFO] 2025-04-11 14:29:48,445: Back Left Min: 0.64, Back Right Min: 0.74
[rosout][INFO] 2025-04-11 14:29:48,548: Back Left Min: 0.64, Back Right Min: 0.74
[rosout][INFO] 2025-04-11 14:29:48,645: Back Left Min: 0.64, Back Right Min: 0.74
[rosout][INFO] 2025-04-11 14:29:48,748: Back Left Min: 0.66, Back Right Min: 0.74
[rosout][INFO] 2025-04-11 14:29:48,845: Back Left Min: 0.66, Back Right Min: 0.74
[rosout][INFO] 2025-04-11 14:29:48,948: Back Left Min: 0.66, Back Right Min: 0.74
[rosout][INFO] 2025-04-11 14:29:49,045: Back Left Min: 0.66, Back Right Min: 0.74
[rosout][INFO] 2025-04-11 14:29:49,148: Back Left Min: 0.67, Back Right Min: 0.74
[rosout][INFO] 2025-04-11 14:29:49,245: Back Left Min: 0.67, Back Right Min: 0.74
[rosout][INFO] 2025-04-11 14:29:49,348: Back Left Min: 0.68, Back Right Min: 0.74
[rosout][INFO] 2025-04-11 14:29:49,445: Back Left Min: 0.68, Back Right Min: 0.74
[rosout][INFO] 2025-04-11 14:29:49,548: Back Left Min: 0.68, Back Right Min: 0.74
[rosout][INFO] 2025-04-11 14:29:49,645: Back Left Min: 0.72, Back Right Min: 0.74
[rosout][INFO] 2025-04-11 14:29:49,748: Back Left Min: 0.72, Back Right Min: 0.74
[rosout][INFO] 2025-04-11 14:29:49,845: Back Left Min: 0.72, Back Right Min: 0.74
[rosout][INFO] 2025-04-11 14:29:49,948: Back Left Min: 0.75, Back Right Min: 0.74
[rosout][INFO] 2025-04-11 14:29:50,045: Back Left Min: 0.75, Back Right Min: 0.74
[rosout][INFO] 2025-04-11 14:29:50,148: Back Left Min: 0.87, Back Right Min: 0.74
[rosout][INFO] 2025-04-11 14:29:50,245: Back Left Min: 0.89, Back Right Min: 0.74
[rosout][INFO] 2025-04-11 14:29:50,348: Back Left Min: 0.82, Back Right Min: 0.74
[rosout][INFO] 2025-04-11 14:29:50,445: Back Left Min: 0.82, Back Right Min: 0.74
[rosout][INFO] 2025-04-11 14:29:50,549: Back Left Min: 0.82, Back Right Min: 0.74
[rosout][INFO] 2025-04-11 14:29:50,646: Back Left Min: 0.83, Back Right Min: 0.74
[rosout][INFO] 2025-04-11 14:29:50,749: Back Left Min: 0.83, Back Right Min: 0.74
[rosout][INFO] 2025-04-11 14:29:50,846: Back Left Min: 0.83, Back Right Min: 0.74
