[rospy.client][INFO] 2025-03-27 14:01:30,250: init_node, name[/sonar_processor_4594_1743058890238], pid[4594]
[xmlrpc][INFO] 2025-03-27 14:01:30,250: XML-RPC server binding to 127.0.0.1:0
[xmlrpc][INFO] 2025-03-27 14:01:30,251: Started XML-RPC server [http://localhost:44955/]
[rospy.init][INFO] 2025-03-27 14:01:30,251: ROS Slave URI: [http://localhost:44955/]
[rospy.impl.masterslave][INFO] 2025-03-27 14:01:30,251: _ready: http://localhost:44955/
[rospy.registration][INFO] 2025-03-27 14:01:30,251: Registering with master node http://localhost:11311
[xmlrpc][INFO] 2025-03-27 14:01:30,251: xml rpc node: starting XML-RPC server
[rospy.init][INFO] 2025-03-27 14:01:30,351: registered with master
[rospy.rosout][INFO] 2025-03-27 14:01:30,351: initializing /rosout core topic
[rospy.rosout][INFO] 2025-03-27 14:01:30,357: connected to core topic /rosout
[rospy.simtime][INFO] 2025-03-27 14:01:30,360: /use_sim_time is not set, will not subscribe to simulated time [/clock] topic
[rosout][INFO] 2025-03-27 14:01:30,374: Sonar processor initialized
[rospy.internal][INFO] 2025-03-27 14:01:30,418: topic[/RosAria/sonar] adding connection to [http://localhost:37299/], count 0
[rosout][INFO] 2025-03-27 14:01:30,513: Back Left Min: 1.17, Back Right Min: 1.35
[rospy.internal][INFO] 2025-03-27 14:01:30,601: topic[/rosout] adding connection to [/rosout], count 0
[rosout][INFO] 2025-03-27 14:01:30,613: Back Left Min: 1.17, Back Right Min: 1.35
[rosout][INFO] 2025-03-27 14:01:30,717: Back Left Min: 1.17, Back Right Min: 1.35
[rosout][INFO] 2025-03-27 14:01:30,813: Back Left Min: 1.17, Back Right Min: 1.35
[rosout][INFO] 2025-03-27 14:01:30,917: Back Left Min: 1.17, Back Right Min: 1.35
[rosout][INFO] 2025-03-27 14:01:31,013: Back Left Min: 1.17, Back Right Min: 1.35
[rosout][INFO] 2025-03-27 14:01:31,117: Back Left Min: 1.17, Back Right Min: 1.35
[rosout][INFO] 2025-03-27 14:01:31,213: Back Left Min: 1.17, Back Right Min: 1.35
[rosout][INFO] 2025-03-27 14:01:31,317: Back Left Min: 1.17, Back Right Min: 1.35
[rosout][INFO] 2025-03-27 14:01:31,414: Back Left Min: 1.17, Back Right Min: 1.35
[rosout][INFO] 2025-03-27 14:01:31,517: Back Left Min: 1.17, Back Right Min: 1.35
[rosout][INFO] 2025-03-27 14:01:31,614: Back Left Min: 1.17, Back Right Min: 1.35
[rosout][INFO] 2025-03-27 14:01:31,717: Back Left Min: 1.17, Back Right Min: 1.35
[rosout][INFO] 2025-03-27 14:01:31,814: Back Left Min: 1.17, Back Right Min: 1.35
[rosout][INFO] 2025-03-27 14:01:31,917: Back Left Min: 1.17, Back Right Min: 1.35
