[rospy.client][INFO] 2025-04-03 14:45:52,854: init_node, name[/sonar_processor_6721_1743666352833], pid[6721]
[xmlrpc][INFO] 2025-04-03 14:45:52,855: XML-RPC server binding to 127.0.0.1:0
[xmlrpc][INFO] 2025-04-03 14:45:52,855: Started XML-RPC server [http://localhost:43211/]
[rospy.init][INFO] 2025-04-03 14:45:52,855: ROS Slave URI: [http://localhost:43211/]
[rospy.impl.masterslave][INFO] 2025-04-03 14:45:52,855: _ready: http://localhost:43211/
[rospy.registration][INFO] 2025-04-03 14:45:52,856: Registering with master node http://localhost:11311
[xmlrpc][INFO] 2025-04-03 14:45:52,856: xml rpc node: starting XML-RPC server
[rospy.init][INFO] 2025-04-03 14:45:52,955: registered with master
[rospy.rosout][INFO] 2025-04-03 14:45:52,956: initializing /rosout core topic
[rospy.rosout][INFO] 2025-04-03 14:45:52,958: connected to core topic /rosout
[rospy.simtime][INFO] 2025-04-03 14:45:52,959: /use_sim_time is not set, will not subscribe to simulated time [/clock] topic
[rosout][INFO] 2025-04-03 14:45:52,964: Sonar processor initialized
[rospy.internal][INFO] 2025-04-03 14:45:52,971: topic[/RosAria/sonar] adding connection to [http://localhost:42431/], count 0
[rosout][INFO] 2025-04-03 14:45:53,078: Back Left Min: 1.42, Back Right Min: 0.71
[rospy.internal][INFO] 2025-04-03 14:45:53,125: topic[/sonar_min] adding connection to [/controller_joystick], count 0
[rosout][INFO] 2025-04-03 14:45:53,177: Back Left Min: 1.42, Back Right Min: 0.71
[rospy.internal][INFO] 2025-04-03 14:45:53,200: topic[/rosout] adding connection to [/rosout], count 0
[rosout][INFO] 2025-04-03 14:45:53,280: Back Left Min: 1.42, Back Right Min: 0.71
[rosout][INFO] 2025-04-03 14:45:53,377: Back Left Min: 1.42, Back Right Min: 0.61
[rosout][INFO] 2025-04-03 14:45:53,480: Back Left Min: 1.42, Back Right Min: 0.61
[rosout][INFO] 2025-04-03 14:45:53,577: Back Left Min: 1.42, Back Right Min: 0.61
[rosout][INFO] 2025-04-03 14:45:53,680: Back Left Min: 1.42, Back Right Min: 0.61
[rosout][INFO] 2025-04-03 14:45:53,777: Back Left Min: 1.42, Back Right Min: 0.61
[rosout][INFO] 2025-04-03 14:45:53,880: Back Left Min: 1.42, Back Right Min: 0.61
[rosout][INFO] 2025-04-03 14:45:53,977: Back Left Min: 1.42, Back Right Min: 0.61
[rosout][INFO] 2025-04-03 14:45:54,080: Back Left Min: 1.42, Back Right Min: 0.61
[rosout][INFO] 2025-04-03 14:45:54,177: Back Left Min: 1.42, Back Right Min: 0.61
[rosout][INFO] 2025-04-03 14:45:54,280: Back Left Min: 1.42, Back Right Min: 0.61
[rosout][INFO] 2025-04-03 14:45:54,377: Back Left Min: 1.42, Back Right Min: 0.61
[rosout][INFO] 2025-04-03 14:45:54,480: Back Left Min: 1.42, Back Right Min: 0.61
[rosout][INFO] 2025-04-03 14:45:54,577: Back Left Min: 1.42, Back Right Min: 0.61
[rosout][INFO] 2025-04-03 14:45:54,680: Back Left Min: 1.42, Back Right Min: 0.61
[rosout][INFO] 2025-04-03 14:45:54,777: Back Left Min: 1.42, Back Right Min: 0.61
[rosout][INFO] 2025-04-03 14:45:54,880: Back Left Min: 1.42, Back Right Min: 0.61
[rosout][INFO] 2025-04-03 14:45:54,977: Back Left Min: 1.42, Back Right Min: 0.61
[rosout][INFO] 2025-04-03 14:45:55,080: Back Left Min: 1.42, Back Right Min: 0.61
[rosout][INFO] 2025-04-03 14:45:55,177: Back Left Min: 1.42, Back Right Min: 0.61
[rosout][INFO] 2025-04-03 14:45:55,281: Back Left Min: 1.42, Back Right Min: 0.61
[rosout][INFO] 2025-04-03 14:45:55,377: Back Left Min: 1.42, Back Right Min: 0.61
[rosout][INFO] 2025-04-03 14:45:55,481: Back Left Min: 1.42, Back Right Min: 0.61
[rosout][INFO] 2025-04-03 14:45:55,577: Back Left Min: 1.42, Back Right Min: 0.61
[rosout][INFO] 2025-04-03 14:45:55,681: Back Left Min: 1.42, Back Right Min: 0.61
[rosout][INFO] 2025-04-03 14:45:55,778: Back Left Min: 1.42, Back Right Min: 0.61
[rosout][INFO] 2025-04-03 14:45:55,881: Back Left Min: 1.42, Back Right Min: 0.61
[rosout][INFO] 2025-04-03 14:45:55,978: Back Left Min: 1.42, Back Right Min: 0.61
[rosout][INFO] 2025-04-03 14:45:56,081: Back Left Min: 1.42, Back Right Min: 0.61
[rosout][INFO] 2025-04-03 14:45:56,178: Back Left Min: 1.42, Back Right Min: 0.61
[rosout][INFO] 2025-04-03 14:45:56,281: Back Left Min: 1.42, Back Right Min: 0.61
[rosout][INFO] 2025-04-03 14:45:56,378: Back Left Min: 1.42, Back Right Min: 0.61
[rosout][INFO] 2025-04-03 14:45:56,481: Back Left Min: 1.42, Back Right Min: 0.61
[rosout][INFO] 2025-04-03 14:45:56,578: Back Left Min: 1.42, Back Right Min: 0.61
[rosout][INFO] 2025-04-03 14:45:56,681: Back Left Min: 1.42, Back Right Min: 0.61
[rosout][INFO] 2025-04-03 14:45:56,778: Back Left Min: 1.42, Back Right Min: 0.61
[rosout][INFO] 2025-04-03 14:45:56,881: Back Left Min: 1.42, Back Right Min: 0.61
[rosout][INFO] 2025-04-03 14:45:56,978: Back Left Min: 1.42, Back Right Min: 0.61
[rosout][INFO] 2025-04-03 14:45:57,081: Back Left Min: 1.42, Back Right Min: 0.61
[rosout][INFO] 2025-04-03 14:45:57,179: Back Left Min: 1.42, Back Right Min: 0.61
[rosout][INFO] 2025-04-03 14:45:57,281: Back Left Min: 1.42, Back Right Min: 0.61
[rosout][INFO] 2025-04-03 14:45:57,378: Back Left Min: 1.42, Back Right Min: 0.61
[rosout][INFO] 2025-04-03 14:45:57,481: Back Left Min: 1.42, Back Right Min: 0.61
[rosout][INFO] 2025-04-03 14:45:57,578: Back Left Min: 1.42, Back Right Min: 0.61
[rosout][INFO] 2025-04-03 14:45:57,681: Back Left Min: 1.42, Back Right Min: 0.61
[rosout][INFO] 2025-04-03 14:45:57,778: Back Left Min: 1.42, Back Right Min: 0.61
[rosout][INFO] 2025-04-03 14:45:57,882: Back Left Min: 1.42, Back Right Min: 0.61
[rosout][INFO] 2025-04-03 14:45:57,978: Back Left Min: 1.42, Back Right Min: 0.61
[rosout][INFO] 2025-04-03 14:45:58,082: Back Left Min: 1.42, Back Right Min: 0.61
[rosout][INFO] 2025-04-03 14:45:58,178: Back Left Min: 1.42, Back Right Min: 0.61
[rosout][INFO] 2025-04-03 14:45:58,282: Back Left Min: 1.42, Back Right Min: 0.61
[rosout][INFO] 2025-04-03 14:45:58,379: Back Left Min: 1.42, Back Right Min: 0.61
[rosout][INFO] 2025-04-03 14:45:58,482: Back Left Min: 1.42, Back Right Min: 0.61
[rosout][INFO] 2025-04-03 14:45:58,579: Back Left Min: 1.42, Back Right Min: 0.61
[rosout][INFO] 2025-04-03 14:45:58,682: Back Left Min: 1.42, Back Right Min: 0.61
[rosout][INFO] 2025-04-03 14:45:58,779: Back Left Min: 1.42, Back Right Min: 0.61
[rosout][INFO] 2025-04-03 14:45:58,882: Back Left Min: 1.42, Back Right Min: 0.61
[rosout][INFO] 2025-04-03 14:45:58,979: Back Left Min: 1.42, Back Right Min: 0.61
[rosout][INFO] 2025-04-03 14:45:59,082: Back Left Min: 1.42, Back Right Min: 0.61
[rosout][INFO] 2025-04-03 14:45:59,179: Back Left Min: 1.42, Back Right Min: 0.61
[rosout][INFO] 2025-04-03 14:45:59,282: Back Left Min: 1.42, Back Right Min: 0.61
[rosout][INFO] 2025-04-03 14:45:59,379: Back Left Min: 1.42, Back Right Min: 0.61
[rosout][INFO] 2025-04-03 14:45:59,482: Back Left Min: 1.42, Back Right Min: 0.61
[rosout][INFO] 2025-04-03 14:45:59,579: Back Left Min: 1.42, Back Right Min: 0.61
[rosout][INFO] 2025-04-03 14:45:59,682: Back Left Min: 1.42, Back Right Min: 0.61
[rosout][INFO] 2025-04-03 14:45:59,779: Back Left Min: 1.42, Back Right Min: 0.61
[rosout][INFO] 2025-04-03 14:45:59,882: Back Left Min: 1.42, Back Right Min: 0.61
[rosout][INFO] 2025-04-03 14:45:59,979: Back Left Min: 1.42, Back Right Min: 0.61
[rosout][INFO] 2025-04-03 14:46:00,083: Back Left Min: 1.42, Back Right Min: 0.61
[rosout][INFO] 2025-04-03 14:46:00,179: Back Left Min: 1.42, Back Right Min: 0.61
[rosout][INFO] 2025-04-03 14:46:00,283: Back Left Min: 1.42, Back Right Min: 0.61
[rosout][INFO] 2025-04-03 14:46:00,379: Back Left Min: 1.42, Back Right Min: 0.61
[rosout][INFO] 2025-04-03 14:46:00,483: Back Left Min: 1.42, Back Right Min: 0.61
[rosout][INFO] 2025-04-03 14:46:00,580: Back Left Min: 1.42, Back Right Min: 0.61
[rosout][INFO] 2025-04-03 14:46:00,683: Back Left Min: 1.42, Back Right Min: 0.61
[rosout][INFO] 2025-04-03 14:46:00,780: Back Left Min: 1.42, Back Right Min: 0.61
[rosout][INFO] 2025-04-03 14:46:00,883: Back Left Min: 1.42, Back Right Min: 0.61
[rosout][INFO] 2025-04-03 14:46:00,980: Back Left Min: 1.42, Back Right Min: 0.61
[rosout][INFO] 2025-04-03 14:46:01,083: Back Left Min: 1.42, Back Right Min: 0.61
[rosout][INFO] 2025-04-03 14:46:01,180: Back Left Min: 1.42, Back Right Min: 0.61
[rosout][INFO] 2025-04-03 14:46:01,283: Back Left Min: 1.42, Back Right Min: 0.61
[rosout][INFO] 2025-04-03 14:46:01,380: Back Left Min: 1.42, Back Right Min: 0.61
[rosout][INFO] 2025-04-03 14:46:01,483: Back Left Min: 1.42, Back Right Min: 0.61
[rosout][INFO] 2025-04-03 14:46:01,580: Back Left Min: 1.42, Back Right Min: 0.61
[rosout][INFO] 2025-04-03 14:46:01,683: Back Left Min: 1.42, Back Right Min: 0.61
[rosout][INFO] 2025-04-03 14:46:01,780: Back Left Min: 1.42, Back Right Min: 0.61
[rosout][INFO] 2025-04-03 14:46:01,883: Back Left Min: 1.42, Back Right Min: 0.61
[rosout][INFO] 2025-04-03 14:46:01,980: Back Left Min: 1.42, Back Right Min: 0.61
[rosout][INFO] 2025-04-03 14:46:02,083: Back Left Min: 1.42, Back Right Min: 0.61
[rosout][INFO] 2025-04-03 14:46:02,180: Back Left Min: 1.42, Back Right Min: 0.61
[rosout][INFO] 2025-04-03 14:46:02,283: Back Left Min: 1.42, Back Right Min: 0.61
[rosout][INFO] 2025-04-03 14:46:02,381: Back Left Min: 1.42, Back Right Min: 0.61
[rosout][INFO] 2025-04-03 14:46:02,483: Back Left Min: 1.42, Back Right Min: 0.61
[rosout][INFO] 2025-04-03 14:46:02,581: Back Left Min: 1.42, Back Right Min: 0.61
[rosout][INFO] 2025-04-03 14:46:02,684: Back Left Min: 1.42, Back Right Min: 0.61
[rosout][INFO] 2025-04-03 14:46:02,781: Back Left Min: 1.42, Back Right Min: 0.61
[rosout][INFO] 2025-04-03 14:46:02,884: Back Left Min: 1.42, Back Right Min: 0.61
[rosout][INFO] 2025-04-03 14:46:02,981: Back Left Min: 1.42, Back Right Min: 0.61
[rosout][INFO] 2025-04-03 14:46:03,084: Back Left Min: 1.42, Back Right Min: 0.61
[rosout][INFO] 2025-04-03 14:46:03,181: Back Left Min: 1.42, Back Right Min: 0.61
[rosout][INFO] 2025-04-03 14:46:03,284: Back Left Min: 1.42, Back Right Min: 0.61
[rosout][INFO] 2025-04-03 14:46:03,381: Back Left Min: 1.42, Back Right Min: 0.61
[rosout][INFO] 2025-04-03 14:46:03,484: Back Left Min: 1.42, Back Right Min: 0.61
[rosout][INFO] 2025-04-03 14:46:03,581: Back Left Min: 1.42, Back Right Min: 0.61
[rosout][INFO] 2025-04-03 14:46:03,684: Back Left Min: 1.42, Back Right Min: 0.61
[rosout][INFO] 2025-04-03 14:46:03,781: Back Left Min: 1.42, Back Right Min: 0.61
[rosout][INFO] 2025-04-03 14:46:03,884: Back Left Min: 1.42, Back Right Min: 0.61
[rosout][INFO] 2025-04-03 14:46:03,981: Back Left Min: 1.42, Back Right Min: 0.61
[rosout][INFO] 2025-04-03 14:46:04,084: Back Left Min: 1.42, Back Right Min: 0.61
[rosout][INFO] 2025-04-03 14:46:04,181: Back Left Min: 1.42, Back Right Min: 0.61
[rosout][INFO] 2025-04-03 14:46:04,284: Back Left Min: 1.42, Back Right Min: 0.61
[rosout][INFO] 2025-04-03 14:46:04,381: Back Left Min: 1.42, Back Right Min: 0.61
[rosout][INFO] 2025-04-03 14:46:04,484: Back Left Min: 1.42, Back Right Min: 0.61
[rosout][INFO] 2025-04-03 14:46:04,581: Back Left Min: 1.42, Back Right Min: 0.61
[rosout][INFO] 2025-04-03 14:46:04,684: Back Left Min: 1.42, Back Right Min: 0.61
[rosout][INFO] 2025-04-03 14:46:04,781: Back Left Min: 1.42, Back Right Min: 0.61
[rosout][INFO] 2025-04-03 14:46:04,884: Back Left Min: 1.42, Back Right Min: 0.61
[rosout][INFO] 2025-04-03 14:46:04,981: Back Left Min: 1.42, Back Right Min: 0.61
[rosout][INFO] 2025-04-03 14:46:05,084: Back Left Min: 1.42, Back Right Min: 0.61
[rosout][INFO] 2025-04-03 14:46:05,181: Back Left Min: 1.42, Back Right Min: 0.61
[rosout][INFO] 2025-04-03 14:46:05,285: Back Left Min: 1.42, Back Right Min: 0.61
[rosout][INFO] 2025-04-03 14:46:05,381: Back Left Min: 1.42, Back Right Min: 0.61
[rosout][INFO] 2025-04-03 14:46:05,485: Back Left Min: 1.42, Back Right Min: 0.61
[rosout][INFO] 2025-04-03 14:46:05,582: Back Left Min: 1.42, Back Right Min: 0.61
[rosout][INFO] 2025-04-03 14:46:05,685: Back Left Min: 1.42, Back Right Min: 0.61
[rosout][INFO] 2025-04-03 14:46:05,782: Back Left Min: 1.42, Back Right Min: 0.61
[rosout][INFO] 2025-04-03 14:46:05,885: Back Left Min: 1.42, Back Right Min: 0.61
[rosout][INFO] 2025-04-03 14:46:05,982: Back Left Min: 1.42, Back Right Min: 0.61
[rosout][INFO] 2025-04-03 14:46:06,085: Back Left Min: 1.42, Back Right Min: 0.61
[rosout][INFO] 2025-04-03 14:46:06,182: Back Left Min: 1.42, Back Right Min: 0.61
[rosout][INFO] 2025-04-03 14:46:06,285: Back Left Min: 1.42, Back Right Min: 0.61
[rosout][INFO] 2025-04-03 14:46:06,382: Back Left Min: 1.42, Back Right Min: 0.61
[rosout][INFO] 2025-04-03 14:46:06,485: Back Left Min: 1.42, Back Right Min: 0.61
[rosout][INFO] 2025-04-03 14:46:06,582: Back Left Min: 1.42, Back Right Min: 0.61
[rosout][INFO] 2025-04-03 14:46:06,685: Back Left Min: 1.42, Back Right Min: 0.61
[rosout][INFO] 2025-04-03 14:46:06,782: Back Left Min: 1.42, Back Right Min: 0.61
[rosout][INFO] 2025-04-03 14:46:06,885: Back Left Min: 1.42, Back Right Min: 0.61
[rosout][INFO] 2025-04-03 14:46:06,982: Back Left Min: 1.42, Back Right Min: 0.61
[rosout][INFO] 2025-04-03 14:46:07,086: Back Left Min: 1.42, Back Right Min: 0.61
[rosout][INFO] 2025-04-03 14:46:07,182: Back Left Min: 1.42, Back Right Min: 0.61
[rosout][INFO] 2025-04-03 14:46:07,286: Back Left Min: 1.42, Back Right Min: 0.61
[rosout][INFO] 2025-04-03 14:46:07,382: Back Left Min: 1.42, Back Right Min: 0.61
[rosout][INFO] 2025-04-03 14:46:07,485: Back Left Min: 1.42, Back Right Min: 0.61
[rosout][INFO] 2025-04-03 14:46:07,582: Back Left Min: 1.42, Back Right Min: 0.61
[rosout][INFO] 2025-04-03 14:46:07,686: Back Left Min: 1.42, Back Right Min: 0.61
[rosout][INFO] 2025-04-03 14:46:07,782: Back Left Min: 1.42, Back Right Min: 0.61
[rosout][INFO] 2025-04-03 14:46:07,886: Back Left Min: 1.42, Back Right Min: 0.61
[rosout][INFO] 2025-04-03 14:46:07,982: Back Left Min: 1.42, Back Right Min: 0.61
[rosout][INFO] 2025-04-03 14:46:08,086: Back Left Min: 1.42, Back Right Min: 0.61
[rosout][INFO] 2025-04-03 14:46:08,182: Back Left Min: 1.42, Back Right Min: 0.61
[rosout][INFO] 2025-04-03 14:46:08,286: Back Left Min: 1.42, Back Right Min: 0.61
[rosout][INFO] 2025-04-03 14:46:08,383: Back Left Min: 1.42, Back Right Min: 0.61
[rosout][INFO] 2025-04-03 14:46:08,486: Back Left Min: 1.42, Back Right Min: 0.61
[rosout][INFO] 2025-04-03 14:46:08,583: Back Left Min: 1.42, Back Right Min: 0.61
[rosout][INFO] 2025-04-03 14:46:08,686: Back Left Min: 1.42, Back Right Min: 0.61
