[rospy.client][INFO] 2025-03-27 15:11:36,483: init_node, name[/sonar_processor_18573_1743063096466], pid[18573]
[xmlrpc][INFO] 2025-03-27 15:11:36,483: XML-RPC server binding to 127.0.0.1:0
[xmlrpc][INFO] 2025-03-27 15:11:36,483: Started XML-RPC server [http://localhost:40763/]
[rospy.init][INFO] 2025-03-27 15:11:36,483: ROS Slave URI: [http://localhost:40763/]
[rospy.impl.masterslave][INFO] 2025-03-27 15:11:36,483: _ready: http://localhost:40763/
[rospy.registration][INFO] 2025-03-27 15:11:36,484: Registering with master node http://localhost:11311
[xmlrpc][INFO] 2025-03-27 15:11:36,484: xml rpc node: starting XML-RPC server
[rospy.init][INFO] 2025-03-27 15:11:36,584: registered with master
[rospy.rosout][INFO] 2025-03-27 15:11:36,584: initializing /rosout core topic
[rospy.rosout][INFO] 2025-03-27 15:11:36,585: connected to core topic /rosout
[rosout][INFO] 2025-03-27 15:11:39,101: Back Left Min: 0.89, Back Right Min: 0.80
[rosout][INFO] 2025-03-27 15:11:39,198: Back Left Min: 0.89, Back Right Min: 0.81
[rosout][INFO] 2025-03-27 15:11:39,301: Back Left Min: 0.89, Back Right Min: 0.81
[rosout][INFO] 2025-03-27 15:11:39,398: Back Left Min: 0.89, Back Right Min: 0.81
[rosout][INFO] 2025-03-27 15:11:39,501: Back Left Min: 0.89, Back Right Min: 0.87
[rosout][INFO] 2025-03-27 15:11:39,598: Back Left Min: 0.89, Back Right Min: 0.87
[rosout][INFO] 2025-03-27 15:11:39,701: Back Left Min: 0.89, Back Right Min: 0.85
[rosout][INFO] 2025-03-27 15:11:39,798: Back Left Min: 0.89, Back Right Min: 0.85
[rosout][INFO] 2025-03-27 15:11:39,901: Back Left Min: 0.89, Back Right Min: 0.85
[rosout][INFO] 2025-03-27 15:11:39,998: Back Left Min: 0.89, Back Right Min: 0.86
[rosout][INFO] 2025-03-27 15:11:40,102: Back Left Min: 0.89, Back Right Min: 0.86
[rosout][INFO] 2025-03-27 15:11:40,198: Back Left Min: 0.89, Back Right Min: 0.86
[rosout][INFO] 2025-03-27 15:11:40,302: Back Left Min: 0.89, Back Right Min: 0.85
[rosout][INFO] 2025-03-27 15:11:40,399: Back Left Min: 0.89, Back Right Min: 0.85
[rosout][INFO] 2025-03-27 15:11:40,502: Back Left Min: 0.89, Back Right Min: 0.85
[rosout][INFO] 2025-03-27 15:11:40,599: Back Left Min: 0.89, Back Right Min: 0.86
[rosout][INFO] 2025-03-27 15:11:40,702: Back Left Min: 0.89, Back Right Min: 0.86
[rosout][INFO] 2025-03-27 15:11:40,799: Back Left Min: 0.89, Back Right Min: 0.86
[rosout][INFO] 2025-03-27 15:11:40,902: Back Left Min: 0.89, Back Right Min: 0.88
[rosout][INFO] 2025-03-27 15:11:40,999: Back Left Min: 0.89, Back Right Min: 0.88
[rosout][INFO] 2025-03-27 15:11:41,102: Back Left Min: 0.89, Back Right Min: 0.81
[rosout][INFO] 2025-03-27 15:11:41,199: Back Left Min: 0.89, Back Right Min: 0.81
[rosout][INFO] 2025-03-27 15:11:41,302: Back Left Min: 0.89, Back Right Min: 0.81
[rosout][INFO] 2025-03-27 15:11:41,399: Back Left Min: 0.89, Back Right Min: 0.82
[rosout][INFO] 2025-03-27 15:11:41,502: Back Left Min: 0.89, Back Right Min: 0.82
[rosout][INFO] 2025-03-27 15:11:41,599: Back Left Min: 0.89, Back Right Min: 0.82
[rosout][INFO] 2025-03-27 15:11:41,702: Back Left Min: 0.89, Back Right Min: 0.82
[rosout][INFO] 2025-03-27 15:11:41,799: Back Left Min: 0.89, Back Right Min: 0.82
[rosout][INFO] 2025-03-27 15:11:41,902: Back Left Min: 0.89, Back Right Min: 0.82
[rosout][INFO] 2025-03-27 15:11:41,999: Back Left Min: 0.89, Back Right Min: 0.82
[rosout][INFO] 2025-03-27 15:11:42,102: Back Left Min: 0.90, Back Right Min: 0.82
[rosout][INFO] 2025-03-27 15:11:42,199: Back Left Min: 0.90, Back Right Min: 0.82
[rosout][INFO] 2025-03-27 15:11:42,302: Back Left Min: 0.90, Back Right Min: 0.87
[rosout][INFO] 2025-03-27 15:11:42,399: Back Left Min: 0.90, Back Right Min: 0.87
[rosout][INFO] 2025-03-27 15:11:42,503: Back Left Min: 0.90, Back Right Min: 0.82
[rosout][INFO] 2025-03-27 15:11:42,599: Back Left Min: 0.89, Back Right Min: 0.82
[rosout][INFO] 2025-03-27 15:11:42,703: Back Left Min: 0.89, Back Right Min: 0.82
[rosout][INFO] 2025-03-27 15:11:42,799: Back Left Min: 0.89, Back Right Min: 0.82
[rosout][INFO] 2025-03-27 15:11:42,903: Back Left Min: 0.90, Back Right Min: 0.82
[rosout][INFO] 2025-03-27 15:11:43,000: Back Left Min: 0.90, Back Right Min: 0.82
[rosout][INFO] 2025-03-27 15:11:43,103: Back Left Min: 0.90, Back Right Min: 0.82
[rosout][INFO] 2025-03-27 15:11:43,200: Back Left Min: 0.90, Back Right Min: 0.82
[rosout][INFO] 2025-03-27 15:11:43,303: Back Left Min: 0.90, Back Right Min: 0.82
[rosout][INFO] 2025-03-27 15:11:43,400: Back Left Min: 0.90, Back Right Min: 0.82
[rosout][INFO] 2025-03-27 15:11:43,503: Back Left Min: 0.89, Back Right Min: 0.82
[rosout][INFO] 2025-03-27 15:11:43,600: Back Left Min: 0.89, Back Right Min: 0.82
[rosout][INFO] 2025-03-27 15:11:43,703: Back Left Min: 0.89, Back Right Min: 0.85
[rosout][INFO] 2025-03-27 15:11:43,800: Back Left Min: 0.89, Back Right Min: 0.85
[rosout][INFO] 2025-03-27 15:11:43,903: Back Left Min: 0.89, Back Right Min: 0.81
[rosout][INFO] 2025-03-27 15:11:44,000: Back Left Min: 0.89, Back Right Min: 0.81
[rosout][INFO] 2025-03-27 15:11:44,103: Back Left Min: 0.89, Back Right Min: 0.81
[rosout][INFO] 2025-03-27 15:11:44,200: Back Left Min: 0.89, Back Right Min: 0.81
[rosout][INFO] 2025-03-27 15:11:44,303: Back Left Min: 0.89, Back Right Min: 0.81
[rosout][INFO] 2025-03-27 15:11:44,400: Back Left Min: 0.89, Back Right Min: 0.81
[rosout][INFO] 2025-03-27 15:11:44,503: Back Left Min: 0.89, Back Right Min: 0.81
[rosout][INFO] 2025-03-27 15:11:44,600: Back Left Min: 0.89, Back Right Min: 0.81
[rosout][INFO] 2025-03-27 15:11:44,703: Back Left Min: 0.89, Back Right Min: 0.81
[rosout][INFO] 2025-03-27 15:11:44,800: Back Left Min: 0.89, Back Right Min: 0.81
[rosout][INFO] 2025-03-27 15:11:44,903: Back Left Min: 0.89, Back Right Min: 0.81
[rosout][INFO] 2025-03-27 15:11:45,000: Back Left Min: 0.89, Back Right Min: 0.81
[rosout][INFO] 2025-03-27 15:11:45,104: Back Left Min: 0.89, Back Right Min: 0.81
[rosout][INFO] 2025-03-27 15:11:45,201: Back Left Min: 0.89, Back Right Min: 0.81
[rosout][INFO] 2025-03-27 15:11:45,304: Back Left Min: 0.89, Back Right Min: 0.81
[rosout][INFO] 2025-03-27 15:11:45,401: Back Left Min: 0.90, Back Right Min: 0.81
[rosout][INFO] 2025-03-27 15:11:45,504: Back Left Min: 0.90, Back Right Min: 0.81
[rosout][INFO] 2025-03-27 15:11:45,601: Back Left Min: 0.90, Back Right Min: 0.82
[rosout][INFO] 2025-03-27 15:11:45,704: Back Left Min: 0.90, Back Right Min: 0.82
[rosout][INFO] 2025-03-27 15:11:45,801: Back Left Min: 0.90, Back Right Min: 0.82
[rosout][INFO] 2025-03-27 15:11:45,904: Back Left Min: 0.90, Back Right Min: 0.83
[rosout][INFO] 2025-03-27 15:11:46,001: Back Left Min: 0.89, Back Right Min: 0.83
[rosout][INFO] 2025-03-27 15:11:46,104: Back Left Min: 0.89, Back Right Min: 0.83
[rosout][INFO] 2025-03-27 15:11:46,201: Back Left Min: 0.89, Back Right Min: 0.83
[rosout][INFO] 2025-03-27 15:11:46,304: Back Left Min: 0.90, Back Right Min: 0.83
[rosout][INFO] 2025-03-27 15:11:46,401: Back Left Min: 0.90, Back Right Min: 0.83
[rosout][INFO] 2025-03-27 15:11:46,504: Back Left Min: 0.90, Back Right Min: 0.87
[rosout][INFO] 2025-03-27 15:11:46,601: Back Left Min: 0.90, Back Right Min: 0.87
[rosout][INFO] 2025-03-27 15:11:46,704: Back Left Min: 0.90, Back Right Min: 0.81
[rosout][INFO] 2025-03-27 15:11:46,801: Back Left Min: 0.89, Back Right Min: 0.81
[rosout][INFO] 2025-03-27 15:11:46,905: Back Left Min: 0.89, Back Right Min: 0.81
[rosout][INFO] 2025-03-27 15:11:47,001: Back Left Min: 0.89, Back Right Min: 0.81
[rosout][INFO] 2025-03-27 15:11:47,104: Back Left Min: 0.89, Back Right Min: 0.81
[rosout][INFO] 2025-03-27 15:11:47,201: Back Left Min: 0.89, Back Right Min: 0.81
[rosout][INFO] 2025-03-27 15:11:47,305: Back Left Min: 0.89, Back Right Min: 0.82
[rosout][INFO] 2025-03-27 15:11:47,401: Back Left Min: 0.89, Back Right Min: 0.82
[rosout][INFO] 2025-03-27 15:11:47,505: Back Left Min: 0.89, Back Right Min: 0.82
[rosout][INFO] 2025-03-27 15:11:47,602: Back Left Min: 0.89, Back Right Min: 0.81
[rosout][INFO] 2025-03-27 15:11:47,705: Back Left Min: 0.89, Back Right Min: 0.81
[rosout][INFO] 2025-03-27 15:11:47,802: Back Left Min: 0.89, Back Right Min: 0.81
[rosout][INFO] 2025-03-27 15:11:47,905: Back Left Min: 0.89, Back Right Min: 0.82
[rosout][INFO] 2025-03-27 15:11:48,002: Back Left Min: 0.89, Back Right Min: 0.82
[rosout][INFO] 2025-03-27 15:11:48,105: Back Left Min: 0.89, Back Right Min: 0.86
[rosout][INFO] 2025-03-27 15:11:48,202: Back Left Min: 0.89, Back Right Min: 0.86
[rosout][INFO] 2025-03-27 15:11:48,305: Back Left Min: 0.89, Back Right Min: 0.86
[rosout][INFO] 2025-03-27 15:11:48,402: Back Left Min: 0.89, Back Right Min: 0.83
[rosout][INFO] 2025-03-27 15:11:48,505: Back Left Min: 0.90, Back Right Min: 0.83
[rosout][INFO] 2025-03-27 15:11:48,602: Back Left Min: 0.90, Back Right Min: 0.83
[rosout][INFO] 2025-03-27 15:11:48,705: Back Left Min: 0.90, Back Right Min: 0.85
[rosout][INFO] 2025-03-27 15:11:48,802: Back Left Min: 0.90, Back Right Min: 0.85
[rosout][INFO] 2025-03-27 15:11:48,905: Back Left Min: 0.90, Back Right Min: 0.85
[rosout][INFO] 2025-03-27 15:11:49,002: Back Left Min: 0.90, Back Right Min: 0.86
[rosout][INFO] 2025-03-27 15:11:49,105: Back Left Min: 0.89, Back Right Min: 0.86
[rosout][INFO] 2025-03-27 15:11:49,202: Back Left Min: 0.89, Back Right Min: 0.86
[rosout][INFO] 2025-03-27 15:11:49,305: Back Left Min: 0.89, Back Right Min: 0.82
[rosout][INFO] 2025-03-27 15:11:49,402: Back Left Min: 0.89, Back Right Min: 0.82
[rosout][INFO] 2025-03-27 15:11:49,505: Back Left Min: 0.89, Back Right Min: 0.82
[rosout][INFO] 2025-03-27 15:11:49,602: Back Left Min: 0.89, Back Right Min: 0.82
[rosout][INFO] 2025-03-27 15:11:49,705: Back Left Min: 0.89, Back Right Min: 0.82
[rosout][INFO] 2025-03-27 15:11:49,802: Back Left Min: 0.89, Back Right Min: 0.82
[rosout][INFO] 2025-03-27 15:11:49,906: Back Left Min: 0.89, Back Right Min: 0.82
[rosout][INFO] 2025-03-27 15:11:50,002: Back Left Min: 0.89, Back Right Min: 0.82
[rosout][INFO] 2025-03-27 15:11:50,106: Back Left Min: 0.89, Back Right Min: 0.80
[rosout][INFO] 2025-03-27 15:11:50,203: Back Left Min: 0.89, Back Right Min: 0.80
[rosout][INFO] 2025-03-27 15:11:50,306: Back Left Min: 0.89, Back Right Min: 0.80
[rosout][INFO] 2025-03-27 15:11:50,403: Back Left Min: 0.89, Back Right Min: 0.81
[rosout][INFO] 2025-03-27 15:11:50,506: Back Left Min: 0.90, Back Right Min: 0.81
[rosout][INFO] 2025-03-27 15:11:50,603: Back Left Min: 0.90, Back Right Min: 0.81
[rosout][INFO] 2025-03-27 15:11:50,706: Back Left Min: 0.90, Back Right Min: 0.81
[rosout][INFO] 2025-03-27 15:11:50,803: Back Left Min: 0.90, Back Right Min: 0.81
[rosout][INFO] 2025-03-27 15:11:50,906: Back Left Min: 0.90, Back Right Min: 0.82
[rosout][INFO] 2025-03-27 15:11:51,003: Back Left Min: 0.90, Back Right Min: 0.82
[rosout][INFO] 2025-03-27 15:11:51,106: Back Left Min: 0.90, Back Right Min: 0.82
[rosout][INFO] 2025-03-27 15:11:51,203: Back Left Min: 0.90, Back Right Min: 0.82
[rosout][INFO] 2025-03-27 15:11:51,306: Back Left Min: 0.90, Back Right Min: 0.82
[rosout][INFO] 2025-03-27 15:11:51,403: Back Left Min: 0.90, Back Right Min: 0.82
[rosout][INFO] 2025-03-27 15:11:51,506: Back Left Min: 0.90, Back Right Min: 0.81
[rosout][INFO] 2025-03-27 15:11:51,603: Back Left Min: 0.90, Back Right Min: 0.81
[rosout][INFO] 2025-03-27 15:11:51,706: Back Left Min: 0.90, Back Right Min: 0.81
[rosout][INFO] 2025-03-27 15:11:51,803: Back Left Min: 0.90, Back Right Min: 0.81
[rosout][INFO] 2025-03-27 15:11:51,906: Back Left Min: 0.89, Back Right Min: 0.81
[rosout][INFO] 2025-03-27 15:11:52,003: Back Left Min: 0.89, Back Right Min: 0.81
[rosout][INFO] 2025-03-27 15:11:52,106: Back Left Min: 0.89, Back Right Min: 0.89
[rosout][INFO] 2025-03-27 15:11:52,203: Back Left Min: 0.89, Back Right Min: 0.89
[rosout][INFO] 2025-03-27 15:11:52,307: Back Left Min: 0.89, Back Right Min: 0.89
[rosout][INFO] 2025-03-27 15:11:52,403: Back Left Min: 0.89, Back Right Min: 0.89
[rosout][INFO] 2025-03-27 15:11:52,507: Back Left Min: 0.89, Back Right Min: 0.89
[rosout][INFO] 2025-03-27 15:11:52,604: Back Left Min: 0.89, Back Right Min: 0.85
[rosout][INFO] 2025-03-27 15:11:52,708: Back Left Min: 0.88, Back Right Min: 0.85
[rosout][INFO] 2025-03-27 15:11:52,804: Back Left Min: 0.88, Back Right Min: 0.85
[rosout][INFO] 2025-03-27 15:11:52,907: Back Left Min: 0.88, Back Right Min: 0.83
[rosout][INFO] 2025-03-27 15:11:53,004: Back Left Min: 0.88, Back Right Min: 0.83
[rosout][INFO] 2025-03-27 15:11:53,107: Back Left Min: 0.88, Back Right Min: 0.83
[rosout][INFO] 2025-03-27 15:11:53,204: Back Left Min: 0.88, Back Right Min: 0.89
[rosout][INFO] 2025-03-27 15:11:53,307: Back Left Min: 0.88, Back Right Min: 0.89
[rosout][INFO] 2025-03-27 15:11:53,404: Back Left Min: 0.88, Back Right Min: 0.89
[rosout][INFO] 2025-03-27 15:11:53,507: Back Left Min: 0.88, Back Right Min: 0.86
[rosout][INFO] 2025-03-27 15:11:53,604: Back Left Min: 0.88, Back Right Min: 0.86
[rosout][INFO] 2025-03-27 15:11:53,707: Back Left Min: 0.88, Back Right Min: 0.86
[rosout][INFO] 2025-03-27 15:11:53,804: Back Left Min: 0.88, Back Right Min: 0.86
[rosout][INFO] 2025-03-27 15:11:53,907: Back Left Min: 0.88, Back Right Min: 0.86
[rosout][INFO] 2025-03-27 15:11:54,004: Back Left Min: 0.88, Back Right Min: 0.87
[rosout][INFO] 2025-03-27 15:11:54,107: Back Left Min: 0.88, Back Right Min: 0.87
[rosout][INFO] 2025-03-27 15:11:54,204: Back Left Min: 0.88, Back Right Min: 0.87
[rosout][INFO] 2025-03-27 15:11:54,307: Back Left Min: 0.88, Back Right Min: 0.88
[rosout][INFO] 2025-03-27 15:11:54,404: Back Left Min: 0.88, Back Right Min: 0.88
[rosout][INFO] 2025-03-27 15:11:54,507: Back Left Min: 0.88, Back Right Min: 0.88
[rosout][INFO] 2025-03-27 15:11:54,604: Back Left Min: 0.88, Back Right Min: 0.88
[rosout][INFO] 2025-03-27 15:11:54,708: Back Left Min: 0.88, Back Right Min: 0.88
[rosout][INFO] 2025-03-27 15:11:54,804: Back Left Min: 0.88, Back Right Min: 0.88
[rosout][INFO] 2025-03-27 15:11:54,908: Back Left Min: 0.88, Back Right Min: 0.89
[rosout][INFO] 2025-03-27 15:11:55,005: Back Left Min: 0.88, Back Right Min: 0.89
[rosout][INFO] 2025-03-27 15:11:55,108: Back Left Min: 0.88, Back Right Min: 0.87
[rosout][INFO] 2025-03-27 15:11:55,205: Back Left Min: 0.88, Back Right Min: 0.87
[rosout][INFO] 2025-03-27 15:11:55,308: Back Left Min: 0.88, Back Right Min: 0.87
[rosout][INFO] 2025-03-27 15:11:55,405: Back Left Min: 0.88, Back Right Min: 0.87
[rosout][INFO] 2025-03-27 15:11:55,508: Back Left Min: 0.88, Back Right Min: 0.87
[rosout][INFO] 2025-03-27 15:11:55,605: Back Left Min: 0.88, Back Right Min: 0.87
[rosout][INFO] 2025-03-27 15:11:55,708: Back Left Min: 0.88, Back Right Min: 0.89
[rosout][INFO] 2025-03-27 15:11:55,805: Back Left Min: 0.88, Back Right Min: 0.89
[rosout][INFO] 2025-03-27 15:11:55,908: Back Left Min: 0.88, Back Right Min: 0.89
[rosout][INFO] 2025-03-27 15:11:56,005: Back Left Min: 0.88, Back Right Min: 0.89
[rosout][INFO] 2025-03-27 15:11:56,108: Back Left Min: 0.88, Back Right Min: 0.89
[rosout][INFO] 2025-03-27 15:11:56,205: Back Left Min: 0.88, Back Right Min: 0.89
[rosout][INFO] 2025-03-27 15:11:56,308: Back Left Min: 0.88, Back Right Min: 0.88
[rosout][INFO] 2025-03-27 15:11:56,405: Back Left Min: 0.88, Back Right Min: 0.88
[rosout][INFO] 2025-03-27 15:11:56,508: Back Left Min: 0.88, Back Right Min: 0.87
[rosout][INFO] 2025-03-27 15:11:56,605: Back Left Min: 0.88, Back Right Min: 0.87
[rosout][INFO] 2025-03-27 15:11:56,708: Back Left Min: 0.88, Back Right Min: 0.87
[rosout][INFO] 2025-03-27 15:11:56,805: Back Left Min: 0.88, Back Right Min: 0.88
[rosout][INFO] 2025-03-27 15:11:56,908: Back Left Min: 0.88, Back Right Min: 0.88
[rosout][INFO] 2025-03-27 15:11:57,005: Back Left Min: 0.88, Back Right Min: 0.88
[rosout][INFO] 2025-03-27 15:11:57,109: Back Left Min: 0.88, Back Right Min: 0.88
[rosout][INFO] 2025-03-27 15:11:57,205: Back Left Min: 0.88, Back Right Min: 0.88
[rosout][INFO] 2025-03-27 15:11:57,309: Back Left Min: 0.88, Back Right Min: 0.88
[rosout][INFO] 2025-03-27 15:11:57,406: Back Left Min: 0.88, Back Right Min: 0.86
[rosout][INFO] 2025-03-27 15:11:57,509: Back Left Min: 0.88, Back Right Min: 0.86
[rosout][INFO] 2025-03-27 15:11:57,606: Back Left Min: 0.88, Back Right Min: 0.86
[rosout][INFO] 2025-03-27 15:11:57,709: Back Left Min: 0.88, Back Right Min: 0.85
[rosout][INFO] 2025-03-27 15:11:57,806: Back Left Min: 0.88, Back Right Min: 0.85
[rosout][INFO] 2025-03-27 15:11:57,909: Back Left Min: 0.88, Back Right Min: 0.87
[rosout][INFO] 2025-03-27 15:11:58,006: Back Left Min: 0.88, Back Right Min: 0.87
[rosout][INFO] 2025-03-27 15:11:58,109: Back Left Min: 0.88, Back Right Min: 0.87
[rosout][INFO] 2025-03-27 15:11:58,206: Back Left Min: 0.88, Back Right Min: 0.87
[rosout][INFO] 2025-03-27 15:11:58,309: Back Left Min: 0.88, Back Right Min: 0.87
[rosout][INFO] 2025-03-27 15:11:58,406: Back Left Min: 0.88, Back Right Min: 0.87
[rosout][INFO] 2025-03-27 15:11:58,509: Back Left Min: 0.88, Back Right Min: 0.88
[rosout][INFO] 2025-03-27 15:11:58,606: Back Left Min: 0.88, Back Right Min: 0.88
[rosout][INFO] 2025-03-27 15:11:58,709: Back Left Min: 0.88, Back Right Min: 0.88
[rosout][INFO] 2025-03-27 15:11:58,806: Back Left Min: 0.88, Back Right Min: 0.85
[rosout][INFO] 2025-03-27 15:11:58,909: Back Left Min: 0.88, Back Right Min: 0.85
[rosout][INFO] 2025-03-27 15:11:59,006: Back Left Min: 0.88, Back Right Min: 0.85
[rosout][INFO] 2025-03-27 15:11:59,109: Back Left Min: 0.88, Back Right Min: 0.86
[rosout][INFO] 2025-03-27 15:11:59,206: Back Left Min: 0.88, Back Right Min: 0.86
[rosout][INFO] 2025-03-27 15:11:59,309: Back Left Min: 0.88, Back Right Min: 0.87
[rosout][INFO] 2025-03-27 15:11:59,407: Back Left Min: 0.88, Back Right Min: 0.87
[rosout][INFO] 2025-03-27 15:11:59,510: Back Left Min: 0.88, Back Right Min: 0.87
[rosout][INFO] 2025-03-27 15:11:59,606: Back Left Min: 0.88, Back Right Min: 0.88
[rosout][INFO] 2025-03-27 15:11:59,710: Back Left Min: 0.88, Back Right Min: 0.88
[rosout][INFO] 2025-03-27 15:11:59,807: Back Left Min: 0.88, Back Right Min: 0.88
[rosout][INFO] 2025-03-27 15:11:59,910: Back Left Min: 0.88, Back Right Min: 0.88
[rosout][INFO] 2025-03-27 15:12:00,007: Back Left Min: 0.88, Back Right Min: 0.88
[rosout][INFO] 2025-03-27 15:12:00,110: Back Left Min: 0.88, Back Right Min: 0.88
[rosout][INFO] 2025-03-27 15:12:00,207: Back Left Min: 0.88, Back Right Min: 0.86
[rosout][INFO] 2025-03-27 15:12:00,310: Back Left Min: 0.88, Back Right Min: 0.86
[rosout][INFO] 2025-03-27 15:12:00,407: Back Left Min: 0.88, Back Right Min: 0.86
[rosout][INFO] 2025-03-27 15:12:00,510: Back Left Min: 0.88, Back Right Min: 0.88
[rosout][INFO] 2025-03-27 15:12:00,607: Back Left Min: 0.88, Back Right Min: 0.88
[rosout][INFO] 2025-03-27 15:12:00,711: Back Left Min: 0.88, Back Right Min: 0.88
[rosout][INFO] 2025-03-27 15:12:00,807: Back Left Min: 0.88, Back Right Min: 0.88
[rosout][INFO] 2025-03-27 15:12:00,910: Back Left Min: 0.88, Back Right Min: 0.88
[rosout][INFO] 2025-03-27 15:12:01,007: Back Left Min: 0.88, Back Right Min: 0.81
[rosout][INFO] 2025-03-27 15:12:01,110: Back Left Min: 0.88, Back Right Min: 0.81
[rosout][INFO] 2025-03-27 15:12:01,207: Back Left Min: 0.88, Back Right Min: 0.81
[rosout][INFO] 2025-03-27 15:12:01,310: Back Left Min: 0.88, Back Right Min: 0.89
[rosout][INFO] 2025-03-27 15:12:01,407: Back Left Min: 0.88, Back Right Min: 0.89
[rosout][INFO] 2025-03-27 15:12:01,510: Back Left Min: 0.88, Back Right Min: 0.89
[rosout][INFO] 2025-03-27 15:12:01,607: Back Left Min: 0.88, Back Right Min: 0.87
[rosout][INFO] 2025-03-27 15:12:01,710: Back Left Min: 0.88, Back Right Min: 0.87
[rosout][INFO] 2025-03-27 15:12:01,807: Back Left Min: 0.88, Back Right Min: 0.87
[rosout][INFO] 2025-03-27 15:12:01,911: Back Left Min: 0.88, Back Right Min: 0.87
[rosout][INFO] 2025-03-27 15:12:02,008: Back Left Min: 0.88, Back Right Min: 0.87
[rosout][INFO] 2025-03-27 15:12:02,111: Back Left Min: 0.88, Back Right Min: 0.88
[rosout][INFO] 2025-03-27 15:12:02,208: Back Left Min: 0.88, Back Right Min: 0.88
[rosout][INFO] 2025-03-27 15:12:02,311: Back Left Min: 0.88, Back Right Min: 0.88
[rosout][INFO] 2025-03-27 15:12:02,408: Back Left Min: 0.88, Back Right Min: 0.89
[rosout][INFO] 2025-03-27 15:12:02,511: Back Left Min: 0.88, Back Right Min: 0.89
[rosout][INFO] 2025-03-27 15:12:02,608: Back Left Min: 0.88, Back Right Min: 0.89
[rosout][INFO] 2025-03-27 15:12:02,711: Back Left Min: 0.88, Back Right Min: 0.89
