[rospy.client][INFO] 2025-04-03 14:50:31,664: init_node, name[/sonar_processor_13561_1743666631636], pid[13561]
[xmlrpc][INFO] 2025-04-03 14:50:31,664: XML-RPC server binding to 127.0.0.1:0
[xmlrpc][INFO] 2025-04-03 14:50:31,665: Started XML-RPC server [http://localhost:44253/]
[rospy.init][INFO] 2025-04-03 14:50:31,665: ROS Slave URI: [http://localhost:44253/]
[rospy.impl.masterslave][INFO] 2025-04-03 14:50:31,665: _ready: http://localhost:44253/
[rospy.registration][INFO] 2025-04-03 14:50:31,666: Registering with master node http://localhost:11311
[xmlrpc][INFO] 2025-04-03 14:50:31,666: xml rpc node: starting XML-RPC server
[rospy.init][INFO] 2025-04-03 14:50:31,765: registered with master
[rospy.rosout][INFO] 2025-04-03 14:50:31,765: initializing /rosout core topic
[rospy.rosout][INFO] 2025-04-03 14:50:31,768: connected to core topic /rosout
[rospy.simtime][INFO] 2025-04-03 14:50:31,769: /use_sim_time is not set, will not subscribe to simulated time [/clock] topic
[rosout][INFO] 2025-04-03 14:50:31,775: Sonar processor initialized
[rospy.internal][INFO] 2025-04-03 14:50:31,781: topic[/RosAria/sonar] adding connection to [http://localhost:42431/], count 0
[rosout][INFO] 2025-04-03 14:50:31,792: Back Left Min: 0.69, Back Right Min: 0.59
[rosout][INFO] 2025-04-03 14:50:31,898: Back Left Min: 0.80, Back Right Min: 0.68
[rospy.internal][INFO] 2025-04-03 14:50:31,901: topic[/sonar_min] adding connection to [/controller_joystick], count 0
[rospy.internal][INFO] 2025-04-03 14:50:31,968: topic[/rosout] adding connection to [/rosout], count 0
[rosout][INFO] 2025-04-03 14:50:32,001: Back Left Min: 0.80, Back Right Min: 0.68
[rosout][INFO] 2025-04-03 14:50:32,097: Back Left Min: 0.80, Back Right Min: 0.68
[rosout][INFO] 2025-04-03 14:50:32,201: Back Left Min: 0.69, Back Right Min: 0.59
[rosout][INFO] 2025-04-03 14:50:32,298: Back Left Min: 0.69, Back Right Min: 0.59
[rosout][INFO] 2025-04-03 14:50:32,401: Back Left Min: 0.70, Back Right Min: 0.59
[rosout][INFO] 2025-04-03 14:50:32,498: Back Left Min: 0.70, Back Right Min: 0.59
[rosout][INFO] 2025-04-03 14:50:32,601: Back Left Min: 0.70, Back Right Min: 0.59
[rosout][INFO] 2025-04-03 14:50:32,698: Back Left Min: 0.70, Back Right Min: 0.59
[rosout][INFO] 2025-04-03 14:50:32,801: Back Left Min: 0.70, Back Right Min: 0.59
[rosout][INFO] 2025-04-03 14:50:32,898: Back Left Min: 0.70, Back Right Min: 0.59
[rosout][INFO] 2025-04-03 14:50:33,001: Back Left Min: 0.69, Back Right Min: 0.59
[rosout][INFO] 2025-04-03 14:50:33,098: Back Left Min: 0.69, Back Right Min: 0.59
