[rospy.client][INFO] 2025-03-27 15:24:50,423: init_node, name[/sonar_processor_5058_1743063890407], pid[5058]
[xmlrpc][INFO] 2025-03-27 15:24:50,424: XML-RPC server binding to 127.0.0.1:0
[xmlrpc][INFO] 2025-03-27 15:24:50,424: Started XML-RPC server [http://localhost:38989/]
[rospy.init][INFO] 2025-03-27 15:24:50,424: ROS Slave URI: [http://localhost:38989/]
[rospy.impl.masterslave][INFO] 2025-03-27 15:24:50,424: _ready: http://localhost:38989/
[rospy.registration][INFO] 2025-03-27 15:24:50,425: Registering with master node http://localhost:11311
[xmlrpc][INFO] 2025-03-27 15:24:50,425: xml rpc node: starting XML-RPC server
[rospy.init][INFO] 2025-03-27 15:24:50,524: registered with master
[rospy.rosout][INFO] 2025-03-27 15:24:50,524: initializing /rosout core topic
[rospy.rosout][INFO] 2025-03-27 15:24:50,526: connected to core topic /rosout
[rospy.simtime][INFO] 2025-03-27 15:24:50,527: /use_sim_time is not set, will not subscribe to simulated time [/clock] topic
[rosout][INFO] 2025-03-27 15:24:50,530: Sonar processor initialized
[rospy.internal][INFO] 2025-03-27 15:24:50,539: topic[/RosAria/sonar] adding connection to [http://localhost:40669/], count 0
[rosout][INFO] 2025-03-27 15:24:50,625: Back Left Min: 0.74, Back Right Min: 1.08
[rosout][INFO] 2025-03-27 15:24:50,724: Back Left Min: 0.74, Back Right Min: 1.08
[rospy.internal][INFO] 2025-03-27 15:24:50,727: topic[/sonar_min] adding connection to [/controller_joystick], count 0
[rospy.internal][INFO] 2025-03-27 15:24:50,812: topic[/rosout] adding connection to [/rosout], count 0
[rosout][INFO] 2025-03-27 15:24:50,828: Back Left Min: 0.74, Back Right Min: 0.95
[rosout][INFO] 2025-03-27 15:24:50,925: Back Left Min: 1.24, Back Right Min: 0.95
[rosout][INFO] 2025-03-27 15:24:51,028: Back Left Min: 1.24, Back Right Min: 0.95
[rosout][INFO] 2025-03-27 15:24:51,125: Back Left Min: 1.24, Back Right Min: 1.08
[rosout][INFO] 2025-03-27 15:24:51,228: Back Left Min: 1.08, Back Right Min: 1.08
[rosout][INFO] 2025-03-27 15:24:51,325: Back Left Min: 1.08, Back Right Min: 1.08
[rosout][INFO] 2025-03-27 15:24:51,428: Back Left Min: 0.82, Back Right Min: 0.94
[rosout][INFO] 2025-03-27 15:24:51,525: Back Left Min: 0.82, Back Right Min: 0.94
[rosout][INFO] 2025-03-27 15:24:51,628: Back Left Min: 0.82, Back Right Min: 0.94
[rosout][INFO] 2025-03-27 15:24:51,725: Back Left Min: 0.83, Back Right Min: 0.96
[rosout][INFO] 2025-03-27 15:24:51,828: Back Left Min: 0.83, Back Right Min: 0.96
[rosout][INFO] 2025-03-27 15:24:51,925: Back Left Min: 0.83, Back Right Min: 0.96
[rosout][INFO] 2025-03-27 15:24:52,028: Back Left Min: 0.82, Back Right Min: 1.08
[rosout][INFO] 2025-03-27 15:24:52,125: Back Left Min: 0.82, Back Right Min: 1.08
[rosout][INFO] 2025-03-27 15:24:52,228: Back Left Min: 0.82, Back Right Min: 0.97
[rosout][INFO] 2025-03-27 15:24:52,325: Back Left Min: 0.82, Back Right Min: 0.97
