[rospy.client][INFO] 2025-04-03 14:40:38,727: init_node, name[/sonar_processor_31423_1743666038708], pid[31423]
[xmlrpc][INFO] 2025-04-03 14:40:38,728: XML-RPC server binding to 127.0.0.1:0
[xmlrpc][INFO] 2025-04-03 14:40:38,728: Started XML-RPC server [http://localhost:39715/]
[rospy.init][INFO] 2025-04-03 14:40:38,728: ROS Slave URI: [http://localhost:39715/]
[rospy.impl.masterslave][INFO] 2025-04-03 14:40:38,728: _ready: http://localhost:39715/
[rospy.registration][INFO] 2025-04-03 14:40:38,729: Registering with master node http://localhost:11311
[xmlrpc][INFO] 2025-04-03 14:40:38,729: xml rpc node: starting XML-RPC server
[rospy.init][INFO] 2025-04-03 14:40:38,828: registered with master
[rospy.rosout][INFO] 2025-04-03 14:40:38,829: initializing /rosout core topic
[rospy.rosout][INFO] 2025-04-03 14:40:38,831: connected to core topic /rosout
[rospy.simtime][INFO] 2025-04-03 14:40:38,832: /use_sim_time is not set, will not subscribe to simulated time [/clock] topic
[rosout][INFO] 2025-04-03 14:40:38,835: Sonar processor initialized
[rospy.internal][INFO] 2025-04-03 14:40:38,843: topic[/RosAria/sonar] adding connection to [http://localhost:42431/], count 0
[rosout][INFO] 2025-04-03 14:40:38,928: Back Left Min: 0.92, Back Right Min: 0.90
[rospy.internal][INFO] 2025-04-03 14:40:38,977: topic[/sonar_min] adding connection to [/controller_joystick], count 0
[rosout][INFO] 2025-04-03 14:40:39,027: Back Left Min: 0.92, Back Right Min: 0.90
[rosout][INFO] 2025-04-03 14:40:39,130: Back Left Min: 0.92, Back Right Min: 0.94
[rosout][INFO] 2025-04-03 14:40:39,227: Back Left Min: 0.92, Back Right Min: 0.66
[rospy.internal][INFO] 2025-04-03 14:40:39,236: topic[/rosout] adding connection to [/rosout], count 0
[rosout][INFO] 2025-04-03 14:40:39,330: Back Left Min: 0.92, Back Right Min: 0.66
[rosout][INFO] 2025-04-03 14:40:39,427: Back Left Min: 0.92, Back Right Min: 0.66
[rosout][INFO] 2025-04-03 14:40:39,530: Back Left Min: 0.91, Back Right Min: 0.66
[rosout][INFO] 2025-04-03 14:40:39,627: Back Left Min: 0.91, Back Right Min: 0.66
[rosout][INFO] 2025-04-03 14:40:39,730: Back Left Min: 0.91, Back Right Min: 0.66
[rosout][INFO] 2025-04-03 14:40:39,827: Back Left Min: 0.91, Back Right Min: 0.66
[rosout][INFO] 2025-04-03 14:40:39,930: Back Left Min: 0.91, Back Right Min: 0.66
[rosout][INFO] 2025-04-03 14:40:40,027: Back Left Min: 0.91, Back Right Min: 0.66
[rosout][INFO] 2025-04-03 14:40:40,130: Back Left Min: 0.91, Back Right Min: 0.66
[rosout][INFO] 2025-04-03 14:40:40,227: Back Left Min: 0.91, Back Right Min: 0.66
[rosout][INFO] 2025-04-03 14:40:40,330: Back Left Min: 0.91, Back Right Min: 0.66
[rosout][INFO] 2025-04-03 14:40:40,427: Back Left Min: 0.91, Back Right Min: 0.66
[rosout][INFO] 2025-04-03 14:40:40,530: Back Left Min: 0.91, Back Right Min: 0.66
[rosout][INFO] 2025-04-03 14:40:40,627: Back Left Min: 0.91, Back Right Min: 0.66
[rosout][INFO] 2025-04-03 14:40:40,730: Back Left Min: 0.91, Back Right Min: 0.66
[rosout][INFO] 2025-04-03 14:40:40,827: Back Left Min: 0.91, Back Right Min: 0.66
[rosout][INFO] 2025-04-03 14:40:40,930: Back Left Min: 0.91, Back Right Min: 0.66
[rosout][INFO] 2025-04-03 14:40:41,027: Back Left Min: 0.91, Back Right Min: 0.66
[rosout][INFO] 2025-04-03 14:40:41,130: Back Left Min: 0.91, Back Right Min: 0.66
[rosout][INFO] 2025-04-03 14:40:41,227: Back Left Min: 0.91, Back Right Min: 0.66
[rosout][INFO] 2025-04-03 14:40:41,330: Back Left Min: 0.91, Back Right Min: 0.66
[rosout][INFO] 2025-04-03 14:40:41,427: Back Left Min: 0.91, Back Right Min: 0.66
[rosout][INFO] 2025-04-03 14:40:41,530: Back Left Min: 0.91, Back Right Min: 0.66
[rosout][INFO] 2025-04-03 14:40:41,627: Back Left Min: 0.91, Back Right Min: 0.66
[rosout][INFO] 2025-04-03 14:40:41,730: Back Left Min: 0.91, Back Right Min: 0.66
[rosout][INFO] 2025-04-03 14:40:41,827: Back Left Min: 0.91, Back Right Min: 0.66
[rosout][INFO] 2025-04-03 14:40:41,930: Back Left Min: 0.91, Back Right Min: 0.66
[rosout][INFO] 2025-04-03 14:40:42,027: Back Left Min: 0.90, Back Right Min: 0.66
[rosout][INFO] 2025-04-03 14:40:42,130: Back Left Min: 0.90, Back Right Min: 0.66
[rosout][INFO] 2025-04-03 14:40:42,227: Back Left Min: 0.90, Back Right Min: 0.66
[rosout][INFO] 2025-04-03 14:40:42,330: Back Left Min: 0.90, Back Right Min: 0.66
[rosout][INFO] 2025-04-03 14:40:42,427: Back Left Min: 0.90, Back Right Min: 0.66
[rosout][INFO] 2025-04-03 14:40:42,530: Back Left Min: 0.90, Back Right Min: 0.66
[rosout][INFO] 2025-04-03 14:40:42,627: Back Left Min: 0.90, Back Right Min: 0.66
[rosout][INFO] 2025-04-03 14:40:42,730: Back Left Min: 0.90, Back Right Min: 0.66
[rosout][INFO] 2025-04-03 14:40:42,827: Back Left Min: 0.90, Back Right Min: 0.66
[rosout][INFO] 2025-04-03 14:40:42,930: Back Left Min: 0.90, Back Right Min: 0.66
[rosout][INFO] 2025-04-03 14:40:43,027: Back Left Min: 0.90, Back Right Min: 0.66
[rosout][INFO] 2025-04-03 14:40:43,130: Back Left Min: 0.90, Back Right Min: 0.66
[rosout][INFO] 2025-04-03 14:40:43,227: Back Left Min: 0.90, Back Right Min: 0.66
[rosout][INFO] 2025-04-03 14:40:43,330: Back Left Min: 0.90, Back Right Min: 0.66
[rosout][INFO] 2025-04-03 14:40:43,427: Back Left Min: 0.90, Back Right Min: 0.66
[rosout][INFO] 2025-04-03 14:40:43,530: Back Left Min: 0.90, Back Right Min: 0.66
[rosout][INFO] 2025-04-03 14:40:43,627: Back Left Min: 0.90, Back Right Min: 0.66
[rosout][INFO] 2025-04-03 14:40:43,730: Back Left Min: 0.90, Back Right Min: 0.66
