[rospy.client][INFO] 2025-04-11 14:36:12,680: init_node, name[/sonar_processor_3739_1744356972664], pid[3739]
[xmlrpc][INFO] 2025-04-11 14:36:12,681: XML-RPC server binding to 127.0.0.1:0
[xmlrpc][INFO] 2025-04-11 14:36:12,681: Started XML-RPC server [http://localhost:44953/]
[rospy.init][INFO] 2025-04-11 14:36:12,681: ROS Slave URI: [http://localhost:44953/]
[rospy.impl.masterslave][INFO] 2025-04-11 14:36:12,681: _ready: http://localhost:44953/
[rospy.registration][INFO] 2025-04-11 14:36:12,682: Registering with master node http://localhost:11311
[xmlrpc][INFO] 2025-04-11 14:36:12,682: xml rpc node: starting XML-RPC server
[rospy.init][INFO] 2025-04-11 14:36:12,782: registered with master
[rospy.rosout][INFO] 2025-04-11 14:36:12,782: initializing /rosout core topic
[rospy.rosout][INFO] 2025-04-11 14:36:12,784: connected to core topic /rosout
[rospy.simtime][INFO] 2025-04-11 14:36:12,784: /use_sim_time is not set, will not subscribe to simulated time [/clock] topic
[rosout][INFO] 2025-04-11 14:36:12,789: Sonar processor initialized
[rospy.internal][INFO] 2025-04-11 14:36:12,797: topic[/RosAria/sonar] adding connection to [http://localhost:32877/], count 0
[rosout][INFO] 2025-04-11 14:36:12,905: Back Left Min: 0.66, Back Right Min: 0.71
[rospy.internal][INFO] 2025-04-11 14:36:12,988: topic[/rosout] adding connection to [/rosout], count 0
[rospy.internal][INFO] 2025-04-11 14:36:12,991: topic[/sonar_min] adding connection to [/controller_joystick], count 0
[rosout][INFO] 2025-04-11 14:36:13,004: Back Left Min: 0.66, Back Right Min: 0.71
[rosout][INFO] 2025-04-11 14:36:13,107: Back Left Min: 0.66, Back Right Min: 0.71
[rosout][INFO] 2025-04-11 14:36:13,204: Back Left Min: 0.66, Back Right Min: 0.61
[rosout][INFO] 2025-04-11 14:36:13,307: Back Left Min: 0.66, Back Right Min: 0.61
[rosout][INFO] 2025-04-11 14:36:13,404: Back Left Min: 0.66, Back Right Min: 0.61
[rosout][INFO] 2025-04-11 14:36:13,508: Back Left Min: 0.66, Back Right Min: 0.61
[rosout][INFO] 2025-04-11 14:36:13,604: Back Left Min: 0.66, Back Right Min: 0.61
[rosout][INFO] 2025-04-11 14:36:13,708: Back Left Min: 0.66, Back Right Min: 0.61
[rosout][INFO] 2025-04-11 14:36:13,804: Back Left Min: 0.66, Back Right Min: 0.61
[rosout][INFO] 2025-04-11 14:36:13,908: Back Left Min: 0.66, Back Right Min: 0.61
[rosout][INFO] 2025-04-11 14:36:14,005: Back Left Min: 0.66, Back Right Min: 0.61
[rosout][INFO] 2025-04-11 14:36:14,108: Back Left Min: 0.66, Back Right Min: 0.61
[rosout][INFO] 2025-04-11 14:36:14,205: Back Left Min: 0.66, Back Right Min: 0.61
[rosout][INFO] 2025-04-11 14:36:14,308: Back Left Min: 0.66, Back Right Min: 0.61
[rosout][INFO] 2025-04-11 14:36:14,405: Back Left Min: 0.66, Back Right Min: 0.61
[rosout][INFO] 2025-04-11 14:36:14,508: Back Left Min: 0.66, Back Right Min: 0.61
[rosout][INFO] 2025-04-11 14:36:14,605: Back Left Min: 0.66, Back Right Min: 0.61
[rosout][INFO] 2025-04-11 14:36:14,708: Back Left Min: 0.66, Back Right Min: 0.61
[rosout][INFO] 2025-04-11 14:36:14,805: Back Left Min: 0.66, Back Right Min: 0.61
[rosout][INFO] 2025-04-11 14:36:14,908: Back Left Min: 0.66, Back Right Min: 0.61
[rosout][INFO] 2025-04-11 14:36:15,006: Back Left Min: 0.66, Back Right Min: 0.61
[rosout][INFO] 2025-04-11 14:36:15,108: Back Left Min: 0.66, Back Right Min: 0.61
[rosout][INFO] 2025-04-11 14:36:15,205: Back Left Min: 0.66, Back Right Min: 0.61
[rosout][INFO] 2025-04-11 14:36:15,309: Back Left Min: 0.66, Back Right Min: 0.61
[rosout][INFO] 2025-04-11 14:36:15,406: Back Left Min: 0.66, Back Right Min: 0.61
[rosout][INFO] 2025-04-11 14:36:15,508: Back Left Min: 0.66, Back Right Min: 0.61
[rosout][INFO] 2025-04-11 14:36:15,605: Back Left Min: 0.66, Back Right Min: 0.61
[rosout][INFO] 2025-04-11 14:36:15,709: Back Left Min: 0.66, Back Right Min: 0.61
[rosout][INFO] 2025-04-11 14:36:15,805: Back Left Min: 0.66, Back Right Min: 0.61
[rosout][INFO] 2025-04-11 14:36:15,909: Back Left Min: 0.66, Back Right Min: 0.61
[rosout][INFO] 2025-04-11 14:36:16,005: Back Left Min: 0.66, Back Right Min: 0.61
[rosout][INFO] 2025-04-11 14:36:16,109: Back Left Min: 0.66, Back Right Min: 0.61
[rosout][INFO] 2025-04-11 14:36:16,206: Back Left Min: 0.66, Back Right Min: 0.61
[rosout][INFO] 2025-04-11 14:36:16,309: Back Left Min: 0.66, Back Right Min: 0.61
[rosout][INFO] 2025-04-11 14:36:16,406: Back Left Min: 0.66, Back Right Min: 0.61
[rosout][INFO] 2025-04-11 14:36:16,509: Back Left Min: 0.66, Back Right Min: 0.61
[rosout][INFO] 2025-04-11 14:36:16,606: Back Left Min: 0.66, Back Right Min: 0.61
[rosout][INFO] 2025-04-11 14:36:16,709: Back Left Min: 0.66, Back Right Min: 0.61
[rosout][INFO] 2025-04-11 14:36:16,806: Back Left Min: 0.66, Back Right Min: 0.61
[rosout][INFO] 2025-04-11 14:36:16,909: Back Left Min: 0.66, Back Right Min: 0.61
[rosout][INFO] 2025-04-11 14:36:17,006: Back Left Min: 0.66, Back Right Min: 0.61
[rosout][INFO] 2025-04-11 14:36:17,109: Back Left Min: 0.66, Back Right Min: 0.61
[rosout][INFO] 2025-04-11 14:36:17,206: Back Left Min: 0.66, Back Right Min: 0.61
[rosout][INFO] 2025-04-11 14:36:17,309: Back Left Min: 0.66, Back Right Min: 0.61
[rosout][INFO] 2025-04-11 14:36:17,406: Back Left Min: 0.66, Back Right Min: 0.61
[rosout][INFO] 2025-04-11 14:36:17,509: Back Left Min: 0.66, Back Right Min: 0.61
[rosout][INFO] 2025-04-11 14:36:17,606: Back Left Min: 0.66, Back Right Min: 0.61
[rosout][INFO] 2025-04-11 14:36:17,709: Back Left Min: 0.66, Back Right Min: 0.61
[rosout][INFO] 2025-04-11 14:36:17,806: Back Left Min: 0.66, Back Right Min: 0.61
[rosout][INFO] 2025-04-11 14:36:17,909: Back Left Min: 0.66, Back Right Min: 0.61
[rosout][INFO] 2025-04-11 14:36:18,006: Back Left Min: 0.66, Back Right Min: 0.61
[rosout][INFO] 2025-04-11 14:36:18,109: Back Left Min: 0.66, Back Right Min: 0.61
[rosout][INFO] 2025-04-11 14:36:18,206: Back Left Min: 0.66, Back Right Min: 0.61
[rosout][INFO] 2025-04-11 14:36:18,310: Back Left Min: 0.66, Back Right Min: 0.61
[rosout][INFO] 2025-04-11 14:36:18,406: Back Left Min: 0.66, Back Right Min: 0.61
[rosout][INFO] 2025-04-11 14:36:18,510: Back Left Min: 0.66, Back Right Min: 0.61
[rosout][INFO] 2025-04-11 14:36:18,607: Back Left Min: 0.66, Back Right Min: 0.61
[rosout][INFO] 2025-04-11 14:36:18,710: Back Left Min: 0.66, Back Right Min: 0.61
[rosout][INFO] 2025-04-11 14:36:18,807: Back Left Min: 0.66, Back Right Min: 0.61
[rosout][INFO] 2025-04-11 14:36:18,910: Back Left Min: 0.66, Back Right Min: 0.61
[rosout][INFO] 2025-04-11 14:36:19,007: Back Left Min: 0.66, Back Right Min: 0.61
[rosout][INFO] 2025-04-11 14:36:19,110: Back Left Min: 0.66, Back Right Min: 0.61
[rosout][INFO] 2025-04-11 14:36:19,207: Back Left Min: 0.66, Back Right Min: 0.61
[rosout][INFO] 2025-04-11 14:36:19,310: Back Left Min: 0.66, Back Right Min: 0.61
