%time,field.header.seq,field.header.stamp,field.header.frame_id,field.pose.pose.position.x,field.pose.pose.position.y,field.pose.pose.position.z,field.pose.pose.orientation.x,field.pose.pose.orientation.y,field.pose.pose.orientation.z,field.pose.pose.orientation.w,field.pose.covariance0,field.pose.covariance1,field.pose.covariance2,field.pose.covariance3,field.pose.covariance4,field.pose.covariance5,field.pose.covariance6,field.pose.covariance7,field.pose.covariance8,field.pose.covariance9,field.pose.covariance10,field.pose.covariance11,field.pose.covariance12,field.pose.covariance13,field.pose.covariance14,field.pose.covariance15,field.pose.covariance16,field.pose.covariance17,field.pose.covariance18,field.pose.covariance19,field.pose.covariance20,field.pose.covariance21,field.pose.covariance22,field.pose.covariance23,field.pose.covariance24,field.pose.covariance25,field.pose.covariance26,field.pose.covariance27,field.pose.covariance28,field.pose.covariance29,field.pose.covariance30,field.pose.covariance31,field.pose.covariance32,field.pose.covariance33,field.pose.covariance34,field.pose.covariance35
1621835558518211277,2980,1621835502091954805,map,-0.285444883409,-0.235980201151,0.0,0.0,0.0,-0.0680962219219,0.997678758198,0.00553526691421,-0.00162235886854,0.0,0.0,0.0,0.0,-0.00162235886854,0.00262319216929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000738692608918
1621835589214387279,2981,1621835589174934805,map,-0.286076877212,-0.239019688074,0.0,0.0,0.0,-0.172154840764,0.98506990148,0.00560533761593,-0.00179957938516,0.0,0.0,0.0,0.0,-0.00179957938516,0.00234943803099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000707773815474
1621835589910572427,2982,1621835589823284805,map,-0.290923479788,-0.240372346017,0.0,0.0,0.0,-0.277561661178,0.960707824598,0.00570538192952,-0.00183746021454,0.0,0.0,0.0,0.0,-0.00183746021454,0.00216823759584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00106421476899
1621835590610682541,2983,1621835590521486805,map,-0.30467593097,-0.235681209453,0.0,0.0,0.0,-0.370662329781,0.928767698233,0.00465504923519,-0.00134999231391,0.0,0.0,0.0,0.0,-0.00134999231391,0.00178076253765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00136907856288
1621835591316223626,2984,1621835591269598805,map,-0.303604838045,-0.237726698543,0.0,0.0,0.0,-0.47300877175,0.881057717659,0.0045586310853,-0.00124678661924,0.0,0.0,0.0,0.0,-0.00124678661924,0.00170617265316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00132758967301
1621835591738078944,2985,1621835591668579805,map,-0.284550677967,-0.269845531124,0.0,0.0,0.0,-0.534621344084,0.845091721916,0.00408496202059,-0.000834730917316,0.0,0.0,0.0,0.0,-0.000834730917316,0.00121390433964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00130766677804
1621835591924152915,2986,1621835591867978805,map,-0.263861282642,-0.304366492187,0.0,0.0,0.0,-0.57226400419,0.820069454076,0.00367405967096,-0.000501473623716,0.0,0.0,0.0,0.0,-0.000501473623716,0.000833579693974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00118199434562
1621835592118790214,2987,1621835592017590805,map,-0.251944201998,-0.34246657639,0.0,0.0,0.0,-0.601161684144,0.799127417573,0.00373518998489,-0.000260676189493,0.0,0.0,0.0,0.0,-0.000260676189493,0.000593704498776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000927261063889
1621835592220404106,2988,1621835592117361805,map,-0.248133450406,-0.369748670258,0.0,0.0,0.0,-0.620338766888,0.784333994097,0.00353917049042,-0.000200133225595,0.0,0.0,0.0,0.0,-0.000200133225595,0.000548276855918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000764550226144
1621835592336190922,2989,1621835592217047805,map,-0.252763559756,-0.399491008652,0.0,0.0,0.0,-0.637100865265,0.770780440514,0.00374138119599,-0.000220168733604,0.0,0.0,0.0,0.0,-0.000220168733604,0.000491883196896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000675757921008
