%time,field.header.seq,field.header.stamp,field.header.frame_id,field.pose.pose.position.x,field.pose.pose.position.y,field.pose.pose.position.z,field.pose.pose.orientation.x,field.pose.pose.orientation.y,field.pose.pose.orientation.z,field.pose.pose.orientation.w,field.pose.covariance0,field.pose.covariance1,field.pose.covariance2,field.pose.covariance3,field.pose.covariance4,field.pose.covariance5,field.pose.covariance6,field.pose.covariance7,field.pose.covariance8,field.pose.covariance9,field.pose.covariance10,field.pose.covariance11,field.pose.covariance12,field.pose.covariance13,field.pose.covariance14,field.pose.covariance15,field.pose.covariance16,field.pose.covariance17,field.pose.covariance18,field.pose.covariance19,field.pose.covariance20,field.pose.covariance21,field.pose.covariance22,field.pose.covariance23,field.pose.covariance24,field.pose.covariance25,field.pose.covariance26,field.pose.covariance27,field.pose.covariance28,field.pose.covariance29,field.pose.covariance30,field.pose.covariance31,field.pose.covariance32,field.pose.covariance33,field.pose.covariance34,field.pose.covariance35
1622777628040388665,0,1622777304140924555,map,0.012765523603,-0.00185758867047,0.0,0.0,0.0,8.56034512309e-05,0.999999996336,0.247065304157,0.0019165315976,0.0,0.0,0.0,0.0,0.0019165315976,0.246002731312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0684890580915
1622777665976245360,1,1622777665894587555,map,0.129596878462,0.0327719578186,0.0,0.0,0.0,0.0538650973647,0.998548221813,0.114349314681,0.00911516341102,0.0,0.0,0.0,0.0,0.00911516341102,0.225767879321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0645578872826
1622777666482354422,2,1622777666392483555,map,0.149214806865,0.0572531164234,0.0,0.0,0.0,0.171539059689,0.985177319573,0.062873718561,0.0135620026849,0.0,0.0,0.0,0.0,0.0135620026849,0.201901799402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0563137529123
1622777667405888426,3,1622777667338593555,map,0.150857307942,0.0950372946714,0.0,0.0,0.0,0.277885599329,0.960614175247,0.0442245965283,0.0172493004606,0.0,0.0,0.0,0.0,0.0172493004606,0.187045097081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0473173005682
1622777667902049987,4,1622777667836543555,map,0.133251668199,0.139503097801,0.0,0.0,0.0,0.388535056117,0.921433942379,0.0329952917311,0.0192573591855,0.0,0.0,0.0,0.0,0.0192573591855,0.15672610088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038925692879
1622777668398399000,5,1622777668334433555,map,0.0899129379688,0.164757775991,0.0,0.0,0.0,0.488866651548,0.872358525495,0.0279732901581,0.0191880143642,0.0,0.0,0.0,0.0,0.0191880143642,0.132672611657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0306934155788
1622777669092894894,6,1622777669031494555,map,0.0551759573543,0.197108698143,0.0,0.0,0.0,0.577395371859,0.816464686656,0.024830830388,0.0181412587539,0.0,0.0,0.0,0.0,0.0181412587539,0.110085204103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0248237255797
1622777669584668920,7,1622777669529357555,map,0.00928779629981,0.208275083527,0.0,0.0,0.0,0.664756392094,0.747060197822,0.0214396948792,0.0175922642294,0.0,0.0,0.0,0.0,0.0175922642294,0.0846784944186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0171832442468
1622777670075314442,8,1622777670027286555,map,-0.0292779436388,0.202610597675,0.0,0.0,0.0,0.747022294164,0.664798986177,0.0178569000596,0.0146503787449,0.0,0.0,0.0,0.0,0.0146503787449,0.0596810221557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0125859458157
1622777670571947586,9,1622777670525208555,map,-0.0595971557461,0.190224953509,0.0,0.0,0.0,0.819225600251,0.573471373212,0.0145735467901,0.0112231273689,0.0,0.0,0.0,0.0,0.0112231273689,0.0411561201563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00873635243156
