dot_pos_x,dot_pos_y,dot_time
-672.0,420.0,7.5101852416992188e-05
0.0,420.0,2.0152621269226074
672.0,420.0,4.0158369541168213
336.0,210.0,6.0180270671844482
-336.0,210.0,8.0189149379730225
-672.0,0.0,10.022384166717529
0.0,0.0,12.038722991943359
672.0,0.0,14.040300130844116
336.0,-210.0,16.041726112365723
-336.0,-210.0,18.04314112663269
-672.0,-420.0,20.044815063476562
0.0,-420.0,22.046247959136963
672.0,-420.0,24.047665119171143
