x,y,angle
-1.7819660902023315,3.03275203704834,-1.6130244683453119
-2.7359683513641357,3.0897436141967773,-1.6546648586833093
-3.867955207824707,3.2552614212036133,-1.6222926094073253
-0.05410650372505188,2.724148988723755,-1.6546178555029554
1.7532151937484741,2.525890588760376,-1.6050586295730183
2.8289308547973633,2.248814344406128,-1.6258202553103556
